date,city,fuel_type,fuel_price_usd,fuel_price_sos,station_type
2024-04-05,Mogadishu,Kerosene,0.981,599.55,Government Station
2024-04-05,Mogadishu,Kerosene,1.136,694.22,Black Market
2024-04-06,Mogadishu,Kerosene,1.063,649.41,Private Station
2024-04-06,Mogadishu,Kerosene,1.009,616.94,Government Station
2024-04-06,Mogadishu,Kerosene,1.169,714.35,Black Market
2024-04-07,Mogadishu,Kerosene,1.036,632.86,Private Station
2024-04-07,Mogadishu,Kerosene,0.984,601.22,Government Station
2024-04-07,Mogadishu,Kerosene,1.14,696.15,Black Market
2024-04-08,Mogadishu,Kerosene,1.043,642.51,Private Station
2024-04-08,Mogadishu,Kerosene,0.991,610.39,Government Station
2024-04-08,Mogadishu,Kerosene,1.147,706.77,Black Market
2024-04-09,Mogadishu,Kerosene,1.032,625.73,Private Station
2024-04-09,Mogadishu,Kerosene,0.98,594.44,Government Station
2024-04-09,Mogadishu,Kerosene,1.135,688.3,Black Market
2024-04-10,Mogadishu,Kerosene,1.036,639.26,Private Station
2024-04-10,Mogadishu,Kerosene,0.984,607.3,Government Station
2024-04-10,Mogadishu,Kerosene,1.139,703.18,Black Market
2024-04-11,Mogadishu,Kerosene,0.987,605.2,Private Station
2024-04-11,Mogadishu,Kerosene,0.938,574.94,Government Station
2024-04-11,Mogadishu,Kerosene,1.086,665.72,Black Market
2024-04-12,Mogadishu,Kerosene,1.008,613.97,Private Station
2024-04-12,Mogadishu,Kerosene,0.957,583.28,Government Station
2024-04-12,Mogadishu,Kerosene,1.108,675.37,Black Market
2024-04-13,Mogadishu,Kerosene,1.031,634.5,Private Station
2024-04-13,Mogadishu,Kerosene,0.98,602.78,Government Station
2024-04-13,Mogadishu,Kerosene,1.135,697.95,Black Market
2024-04-14,Mogadishu,Kerosene,1.076,664.71,Private Station
2024-04-14,Mogadishu,Kerosene,1.022,631.48,Government Station
2024-04-14,Mogadishu,Kerosene,1.184,731.19,Black Market
2024-04-15,Mogadishu,Kerosene,1.084,669.55,Private Station
2024-04-15,Mogadishu,Kerosene,1.03,636.07,Government Station
2024-04-15,Mogadishu,Kerosene,1.192,736.51,Black Market
2024-04-16,Mogadishu,Kerosene,1.117,672.43,Private Station
2024-04-16,Mogadishu,Kerosene,1.061,638.81,Government Station
2024-04-16,Mogadishu,Kerosene,1.229,739.67,Black Market
2024-04-17,Mogadishu,Kerosene,1.125,677.2,Private Station
2024-04-17,Mogadishu,Kerosene,1.069,643.34,Government Station
2024-04-17,Mogadishu,Kerosene,1.237,744.92,Black Market
2024-04-18,Mogadishu,Kerosene,1.176,709.48,Private Station
2024-04-18,Mogadishu,Kerosene,1.118,674.01,Government Station
2024-04-18,Mogadishu,Kerosene,1.294,780.43,Black Market
2024-04-19,Mogadishu,Kerosene,1.2,731.33,Private Station
2024-04-19,Mogadishu,Kerosene,1.14,694.77,Government Station
2024-04-19,Mogadishu,Kerosene,1.32,804.47,Black Market
2024-04-20,Mogadishu,Kerosene,1.2,740.52,Private Station
2024-04-20,Mogadishu,Kerosene,1.14,703.5,Government Station
2024-04-20,Mogadishu,Kerosene,1.32,814.57,Black Market
2024-04-21,Mogadishu,Kerosene,1.195,734.49,Private Station
2024-04-21,Mogadishu,Kerosene,1.135,697.76,Government Station
2024-04-21,Mogadishu,Kerosene,1.314,807.94,Black Market
2024-04-22,Mogadishu,Kerosene,1.2,736.07,Private Station
2024-04-22,Mogadishu,Kerosene,1.14,699.27,Government Station
2024-04-22,Mogadishu,Kerosene,1.32,809.68,Black Market
2024-04-23,Mogadishu,Kerosene,1.2,743.75,Private Station
2024-04-23,Mogadishu,Kerosene,1.14,706.56,Government Station
2024-04-23,Mogadishu,Kerosene,1.32,818.12,Black Market
2024-04-24,Mogadishu,Kerosene,1.2,728.81,Private Station
2024-04-24,Mogadishu,Kerosene,1.14,692.36,Government Station
2024-04-24,Mogadishu,Kerosene,1.32,801.69,Black Market
2024-04-25,Mogadishu,Kerosene,1.2,736.37,Private Station
2024-04-25,Mogadishu,Kerosene,1.14,699.55,Government Station
2024-04-25,Mogadishu,Kerosene,1.32,810.01,Black Market
2024-04-26,Mogadishu,Kerosene,1.2,728.23,Private Station
2024-04-26,Mogadishu,Kerosene,1.14,691.82,Government Station
2024-04-26,Mogadishu,Kerosene,1.32,801.06,Black Market
2024-04-27,Mogadishu,Kerosene,1.2,730.29,Private Station
2024-04-27,Mogadishu,Kerosene,1.14,693.78,Government Station
2024-04-27,Mogadishu,Kerosene,1.32,803.32,Black Market
2024-04-28,Mogadishu,Kerosene,1.2,738.31,Private Station
2024-04-28,Mogadishu,Kerosene,1.14,701.39,Government Station
2024-04-28,Mogadishu,Kerosene,1.32,812.14,Black Market
2024-04-29,Mogadishu,Kerosene,1.2,722.85,Private Station
2024-04-29,Mogadishu,Kerosene,1.14,686.71,Government Station
2024-04-29,Mogadishu,Kerosene,1.32,795.13,Black Market
2024-04-30,Mogadishu,Kerosene,1.2,736.95,Private Station
2024-04-30,Mogadishu,Kerosene,1.14,700.1,Government Station
2024-04-30,Mogadishu,Kerosene,1.32,810.64,Black Market
2024-05-01,Mogadishu,Kerosene,1.172,725.24,Private Station
2024-05-01,Mogadishu,Kerosene,1.113,688.98,Government Station
2024-05-01,Mogadishu,Kerosene,1.289,797.76,Black Market
2024-05-02,Mogadishu,Kerosene,1.2,727.4,Private Station
2024-05-02,Mogadishu,Kerosene,1.14,691.03,Government Station
2024-05-02,Mogadishu,Kerosene,1.32,800.14,Black Market
2024-05-03,Mogadishu,Kerosene,1.2,740.49,Private Station
2024-05-03,Mogadishu,Kerosene,1.14,703.47,Government Station
2024-05-03,Mogadishu,Kerosene,1.32,814.54,Black Market
2024-05-04,Mogadishu,Kerosene,1.2,742.83,Private Station
2024-05-04,Mogadishu,Kerosene,1.14,705.68,Government Station
2024-05-04,Mogadishu,Kerosene,1.32,817.11,Black Market
2024-05-05,Mogadishu,Kerosene,1.2,729.95,Private Station
2024-05-05,Mogadishu,Kerosene,1.14,693.45,Government Station
2024-05-05,Mogadishu,Kerosene,1.32,802.94,Black Market
2024-05-06,Mogadishu,Kerosene,1.2,729.98,Private Station
2024-05-06,Mogadishu,Kerosene,1.14,693.48,Government Station
2024-05-06,Mogadishu,Kerosene,1.32,802.98,Black Market
2024-05-07,Mogadishu,Kerosene,1.2,739.27,Private Station
2024-05-07,Mogadishu,Kerosene,1.14,702.3,Government Station
2024-05-07,Mogadishu,Kerosene,1.32,813.19,Black Market
2024-05-08,Mogadishu,Kerosene,1.192,730.91,Private Station
2024-05-08,Mogadishu,Kerosene,1.132,694.36,Government Station
2024-05-08,Mogadishu,Kerosene,1.311,804.0,Black Market
2024-05-09,Mogadishu,Kerosene,1.187,721.41,Private Station
2024-05-09,Mogadishu,Kerosene,1.128,685.34,Government Station
2024-05-09,Mogadishu,Kerosene,1.306,793.55,Black Market
2024-05-10,Mogadishu,Kerosene,1.2,729.88,Private Station
2024-05-10,Mogadishu,Kerosene,1.14,693.39,Government Station
2024-05-10,Mogadishu,Kerosene,1.32,802.87,Black Market
2024-05-11,Mogadishu,Kerosene,1.2,741.51,Private Station
2024-05-11,Mogadishu,Kerosene,1.14,704.43,Government Station
2024-05-11,Mogadishu,Kerosene,1.32,815.66,Black Market
2024-05-12,Mogadishu,Kerosene,1.2,741.82,Private Station
2024-05-12,Mogadishu,Kerosene,1.14,704.73,Government Station
2024-05-12,Mogadishu,Kerosene,1.32,816.0,Black Market
2024-05-13,Mogadishu,Kerosene,1.2,739.88,Private Station
2024-05-13,Mogadishu,Kerosene,1.14,702.89,Government Station
2024-05-13,Mogadishu,Kerosene,1.319,813.87,Black Market
2024-05-14,Mogadishu,Kerosene,1.2,729.93,Private Station
2024-05-14,Mogadishu,Kerosene,1.14,693.43,Government Station
2024-05-14,Mogadishu,Kerosene,1.32,802.92,Black Market
2024-05-15,Mogadishu,Kerosene,1.2,735.53,Private Station
2024-05-15,Mogadishu,Kerosene,1.14,698.76,Government Station
2024-05-15,Mogadishu,Kerosene,1.32,809.09,Black Market
2024-05-16,Mogadishu,Kerosene,1.2,725.03,Private Station
2024-05-16,Mogadishu,Kerosene,1.14,688.78,Government Station
2024-05-16,Mogadishu,Kerosene,1.32,797.53,Black Market
2024-05-17,Mogadishu,Kerosene,1.182,709.91,Private Station
2024-05-17,Mogadishu,Kerosene,1.123,674.42,Government Station
2024-05-17,Mogadishu,Kerosene,1.3,780.9,Black Market
2024-05-18,Mogadishu,Kerosene,1.2,720.61,Private Station
2024-05-18,Mogadishu,Kerosene,1.14,684.58,Government Station
2024-05-18,Mogadishu,Kerosene,1.32,792.68,Black Market
2024-05-19,Mogadishu,Kerosene,1.2,724.7,Private Station
2024-05-19,Mogadishu,Kerosene,1.14,688.47,Government Station
2024-05-19,Mogadishu,Kerosene,1.32,797.18,Black Market
2024-05-20,Mogadishu,Kerosene,1.2,724.11,Private Station
2024-05-20,Mogadishu,Kerosene,1.14,687.9,Government Station
2024-05-20,Mogadishu,Kerosene,1.32,796.52,Black Market
2024-05-21,Mogadishu,Kerosene,1.2,721.36,Private Station
2024-05-21,Mogadishu,Kerosene,1.14,685.29,Government Station
2024-05-21,Mogadishu,Kerosene,1.32,793.5,Black Market
2024-05-22,Mogadishu,Kerosene,1.2,720.85,Private Station
2024-05-22,Mogadishu,Kerosene,1.14,684.8,Government Station
2024-05-22,Mogadishu,Kerosene,1.32,792.93,Black Market
2024-05-23,Mogadishu,Kerosene,1.2,728.38,Private Station
2024-05-23,Mogadishu,Kerosene,1.14,691.97,Government Station
2024-05-23,Mogadishu,Kerosene,1.32,801.22,Black Market
2024-05-24,Mogadishu,Kerosene,1.198,724.17,Private Station
2024-05-24,Mogadishu,Kerosene,1.138,687.96,Government Station
2024-05-24,Mogadishu,Kerosene,1.317,796.59,Black Market
2024-05-25,Mogadishu,Kerosene,1.2,732.85,Private Station
2024-05-25,Mogadishu,Kerosene,1.14,696.21,Government Station
2024-05-25,Mogadishu,Kerosene,1.32,806.14,Black Market
2024-05-26,Mogadishu,Kerosene,1.164,719.54,Private Station
2024-05-26,Mogadishu,Kerosene,1.106,683.57,Government Station
2024-05-26,Mogadishu,Kerosene,1.281,791.5,Black Market
2024-05-27,Mogadishu,Kerosene,1.173,705.41,Private Station
2024-05-27,Mogadishu,Kerosene,1.114,670.14,Government Station
2024-05-27,Mogadishu,Kerosene,1.29,775.96,Black Market
2024-05-28,Mogadishu,Kerosene,1.2,743.71,Private Station
2024-05-28,Mogadishu,Kerosene,1.14,706.53,Government Station
2024-05-28,Mogadishu,Kerosene,1.32,818.09,Black Market
2024-05-29,Mogadishu,Kerosene,1.2,736.77,Private Station
2024-05-29,Mogadishu,Kerosene,1.14,699.93,Government Station
2024-05-29,Mogadishu,Kerosene,1.32,810.45,Black Market
2024-05-30,Mogadishu,Kerosene,1.189,721.75,Private Station
2024-05-30,Mogadishu,Kerosene,1.13,685.66,Government Station
2024-05-30,Mogadishu,Kerosene,1.308,793.92,Black Market
2024-05-31,Mogadishu,Kerosene,1.169,715.28,Private Station
2024-05-31,Mogadishu,Kerosene,1.11,679.52,Government Station
2024-05-31,Mogadishu,Kerosene,1.285,786.81,Black Market
2024-06-01,Mogadishu,Kerosene,1.199,729.42,Private Station
2024-06-01,Mogadishu,Kerosene,1.139,692.94,Government Station
2024-06-01,Mogadishu,Kerosene,1.319,802.36,Black Market
2024-06-02,Mogadishu,Kerosene,1.2,737.2,Private Station
2024-06-02,Mogadishu,Kerosene,1.14,700.34,Government Station
2024-06-02,Mogadishu,Kerosene,1.32,810.92,Black Market
2024-06-03,Mogadishu,Kerosene,1.2,732.76,Private Station
2024-06-03,Mogadishu,Kerosene,1.14,696.12,Government Station
2024-06-03,Mogadishu,Kerosene,1.32,806.03,Black Market
2024-06-04,Mogadishu,Kerosene,1.2,724.4,Private Station
2024-06-04,Mogadishu,Kerosene,1.14,688.18,Government Station
2024-06-04,Mogadishu,Kerosene,1.32,796.84,Black Market
2024-06-05,Mogadishu,Kerosene,1.2,723.83,Private Station
2024-06-05,Mogadishu,Kerosene,1.14,687.64,Government Station
2024-06-05,Mogadishu,Kerosene,1.32,796.21,Black Market
2024-06-06,Mogadishu,Kerosene,1.194,730.45,Private Station
2024-06-06,Mogadishu,Kerosene,1.135,693.93,Government Station
2024-06-06,Mogadishu,Kerosene,1.314,803.5,Black Market
2024-06-07,Mogadishu,Kerosene,1.2,720.87,Private Station
2024-06-07,Mogadishu,Kerosene,1.14,684.83,Government Station
2024-06-07,Mogadishu,Kerosene,1.32,792.96,Black Market
2024-06-08,Mogadishu,Kerosene,1.2,721.39,Private Station
2024-06-08,Mogadishu,Kerosene,1.14,685.32,Government Station
2024-06-08,Mogadishu,Kerosene,1.32,793.52,Black Market
2024-06-09,Mogadishu,Kerosene,1.2,735.25,Private Station
2024-06-09,Mogadishu,Kerosene,1.14,698.49,Government Station
2024-06-09,Mogadishu,Kerosene,1.32,808.77,Black Market
2024-06-10,Mogadishu,Kerosene,1.2,735.65,Private Station
2024-06-10,Mogadishu,Kerosene,1.14,698.87,Government Station
2024-06-10,Mogadishu,Kerosene,1.32,809.22,Black Market
2024-06-11,Mogadishu,Kerosene,1.2,731.66,Private Station
2024-06-11,Mogadishu,Kerosene,1.14,695.08,Government Station
2024-06-11,Mogadishu,Kerosene,1.32,804.83,Black Market
2024-06-12,Mogadishu,Kerosene,1.2,731.0,Private Station
2024-06-12,Mogadishu,Kerosene,1.14,694.45,Government Station
2024-06-12,Mogadishu,Kerosene,1.32,804.1,Black Market
2024-06-13,Mogadishu,Kerosene,1.2,722.62,Private Station
2024-06-13,Mogadishu,Kerosene,1.14,686.49,Government Station
2024-06-13,Mogadishu,Kerosene,1.32,794.88,Black Market
2024-06-14,Mogadishu,Kerosene,1.2,729.97,Private Station
2024-06-14,Mogadishu,Kerosene,1.14,693.47,Government Station
2024-06-14,Mogadishu,Kerosene,1.32,802.96,Black Market
2024-06-15,Mogadishu,Kerosene,1.195,737.54,Private Station
2024-06-15,Mogadishu,Kerosene,1.135,700.66,Government Station
2024-06-15,Mogadishu,Kerosene,1.314,811.29,Black Market
2024-06-16,Mogadishu,Kerosene,1.162,702.1,Private Station
2024-06-16,Mogadishu,Kerosene,1.104,666.99,Government Station
2024-06-16,Mogadishu,Kerosene,1.278,772.31,Black Market
2024-06-17,Mogadishu,Kerosene,1.183,714.19,Private Station
2024-06-17,Mogadishu,Kerosene,1.124,678.48,Government Station
2024-06-17,Mogadishu,Kerosene,1.302,785.61,Black Market
2024-06-18,Mogadishu,Kerosene,1.184,712.01,Private Station
2024-06-18,Mogadishu,Kerosene,1.125,676.41,Government Station
2024-06-18,Mogadishu,Kerosene,1.302,783.22,Black Market
2024-06-19,Mogadishu,Kerosene,1.172,711.77,Private Station
2024-06-19,Mogadishu,Kerosene,1.114,676.18,Government Station
2024-06-19,Mogadishu,Kerosene,1.289,782.94,Black Market
2024-06-20,Mogadishu,Kerosene,1.182,715.22,Private Station
2024-06-20,Mogadishu,Kerosene,1.123,679.46,Government Station
2024-06-20,Mogadishu,Kerosene,1.3,786.74,Black Market
2024-06-21,Mogadishu,Kerosene,1.2,720.65,Private Station
2024-06-21,Mogadishu,Kerosene,1.14,684.62,Government Station
2024-06-21,Mogadishu,Kerosene,1.32,792.71,Black Market
2024-06-22,Mogadishu,Kerosene,1.2,743.12,Private Station
2024-06-22,Mogadishu,Kerosene,1.14,705.96,Government Station
2024-06-22,Mogadishu,Kerosene,1.32,817.43,Black Market
2024-06-23,Mogadishu,Kerosene,1.2,739.45,Private Station
2024-06-23,Mogadishu,Kerosene,1.14,702.48,Government Station
2024-06-23,Mogadishu,Kerosene,1.32,813.39,Black Market
2024-06-24,Mogadishu,Kerosene,1.197,724.63,Private Station
2024-06-24,Mogadishu,Kerosene,1.137,688.4,Government Station
2024-06-24,Mogadishu,Kerosene,1.316,797.1,Black Market
2024-06-25,Mogadishu,Kerosene,1.2,725.79,Private Station
2024-06-25,Mogadishu,Kerosene,1.14,689.5,Government Station
2024-06-25,Mogadishu,Kerosene,1.32,798.37,Black Market
2024-06-26,Mogadishu,Kerosene,1.2,743.82,Private Station
2024-06-26,Mogadishu,Kerosene,1.14,706.63,Government Station
2024-06-26,Mogadishu,Kerosene,1.32,818.2,Black Market
2024-06-27,Mogadishu,Kerosene,1.2,736.76,Private Station
2024-06-27,Mogadishu,Kerosene,1.14,699.92,Government Station
2024-06-27,Mogadishu,Kerosene,1.32,810.43,Black Market
2024-06-28,Mogadishu,Kerosene,1.2,740.53,Private Station
2024-06-28,Mogadishu,Kerosene,1.14,703.51,Government Station
2024-06-28,Mogadishu,Kerosene,1.32,814.59,Black Market
2024-06-29,Mogadishu,Kerosene,1.2,743.31,Private Station
2024-06-29,Mogadishu,Kerosene,1.14,706.14,Government Station
2024-06-29,Mogadishu,Kerosene,1.32,817.64,Black Market
2024-06-30,Mogadishu,Kerosene,1.2,729.88,Private Station
2024-06-30,Mogadishu,Kerosene,1.14,693.38,Government Station
2024-06-30,Mogadishu,Kerosene,1.32,802.87,Black Market
2024-07-01,Mogadishu,Kerosene,1.2,735.6,Private Station
2024-07-01,Mogadishu,Kerosene,1.14,698.82,Government Station
2024-07-01,Mogadishu,Kerosene,1.32,809.16,Black Market
2024-07-02,Mogadishu,Kerosene,1.188,723.73,Private Station
2024-07-02,Mogadishu,Kerosene,1.129,687.55,Government Station
2024-07-02,Mogadishu,Kerosene,1.307,796.11,Black Market
2024-07-03,Mogadishu,Kerosene,1.168,712.9,Private Station
2024-07-03,Mogadishu,Kerosene,1.109,677.25,Government Station
2024-07-03,Mogadishu,Kerosene,1.285,784.19,Black Market
2024-07-04,Mogadishu,Kerosene,1.2,742.86,Private Station
2024-07-04,Mogadishu,Kerosene,1.14,705.72,Government Station
2024-07-04,Mogadishu,Kerosene,1.32,817.15,Black Market
2024-07-05,Mogadishu,Kerosene,1.185,728.97,Private Station
2024-07-05,Mogadishu,Kerosene,1.126,692.53,Government Station
2024-07-05,Mogadishu,Kerosene,1.303,801.87,Black Market
2024-07-06,Mogadishu,Kerosene,1.2,728.1,Private Station
2024-07-06,Mogadishu,Kerosene,1.14,691.7,Government Station
2024-07-06,Mogadishu,Kerosene,1.32,800.91,Black Market
2024-07-07,Mogadishu,Kerosene,1.2,722.05,Private Station
2024-07-07,Mogadishu,Kerosene,1.14,685.95,Government Station
2024-07-07,Mogadishu,Kerosene,1.32,794.25,Black Market
2024-07-08,Mogadishu,Kerosene,1.2,735.8,Private Station
2024-07-08,Mogadishu,Kerosene,1.14,699.01,Government Station
2024-07-08,Mogadishu,Kerosene,1.32,809.38,Black Market
2024-07-09,Mogadishu,Kerosene,1.2,732.39,Private Station
2024-07-09,Mogadishu,Kerosene,1.14,695.77,Government Station
2024-07-09,Mogadishu,Kerosene,1.32,805.63,Black Market
2024-07-10,Mogadishu,Kerosene,1.2,727.09,Private Station
2024-07-10,Mogadishu,Kerosene,1.14,690.73,Government Station
2024-07-10,Mogadishu,Kerosene,1.32,799.8,Black Market
2024-07-11,Mogadishu,Kerosene,1.2,739.19,Private Station
2024-07-11,Mogadishu,Kerosene,1.14,702.23,Government Station
2024-07-11,Mogadishu,Kerosene,1.32,813.11,Black Market
2024-07-12,Mogadishu,Kerosene,1.2,735.45,Private Station
2024-07-12,Mogadishu,Kerosene,1.14,698.67,Government Station
2024-07-12,Mogadishu,Kerosene,1.32,808.99,Black Market
2024-07-13,Mogadishu,Kerosene,1.2,729.4,Private Station
2024-07-13,Mogadishu,Kerosene,1.14,692.93,Government Station
2024-07-13,Mogadishu,Kerosene,1.32,802.34,Black Market
2024-07-14,Mogadishu,Kerosene,1.2,731.12,Private Station
2024-07-14,Mogadishu,Kerosene,1.14,694.56,Government Station
2024-07-14,Mogadishu,Kerosene,1.32,804.23,Black Market
2024-07-15,Mogadishu,Kerosene,1.2,734.69,Private Station
2024-07-15,Mogadishu,Kerosene,1.14,697.95,Government Station
2024-07-15,Mogadishu,Kerosene,1.32,808.16,Black Market
2024-07-16,Mogadishu,Kerosene,1.2,728.72,Private Station
2024-07-16,Mogadishu,Kerosene,1.14,692.29,Government Station
2024-07-16,Mogadishu,Kerosene,1.32,801.6,Black Market
2024-07-17,Mogadishu,Kerosene,1.2,734.33,Private Station
2024-07-17,Mogadishu,Kerosene,1.14,697.61,Government Station
2024-07-17,Mogadishu,Kerosene,1.32,807.76,Black Market
2024-07-18,Mogadishu,Kerosene,1.2,729.78,Private Station
2024-07-18,Mogadishu,Kerosene,1.14,693.29,Government Station
2024-07-18,Mogadishu,Kerosene,1.32,802.76,Black Market
2024-07-19,Mogadishu,Kerosene,1.2,720.71,Private Station
2024-07-19,Mogadishu,Kerosene,1.14,684.68,Government Station
2024-07-19,Mogadishu,Kerosene,1.32,792.78,Black Market
2024-07-20,Mogadishu,Kerosene,1.2,727.09,Private Station
2024-07-20,Mogadishu,Kerosene,1.14,690.74,Government Station
2024-07-20,Mogadishu,Kerosene,1.32,799.8,Black Market
2024-07-21,Mogadishu,Kerosene,1.2,724.77,Private Station
2024-07-21,Mogadishu,Kerosene,1.14,688.54,Government Station
2024-07-21,Mogadishu,Kerosene,1.32,797.25,Black Market
2024-07-22,Mogadishu,Kerosene,1.2,725.31,Private Station
2024-07-22,Mogadishu,Kerosene,1.14,689.05,Government Station
2024-07-22,Mogadishu,Kerosene,1.32,797.85,Black Market
2024-07-23,Mogadishu,Kerosene,1.2,738.27,Private Station
2024-07-23,Mogadishu,Kerosene,1.14,701.36,Government Station
2024-07-23,Mogadishu,Kerosene,1.32,812.1,Black Market
2024-07-24,Mogadishu,Kerosene,1.2,732.24,Private Station
2024-07-24,Mogadishu,Kerosene,1.14,695.63,Government Station
2024-07-24,Mogadishu,Kerosene,1.32,805.46,Black Market
2024-07-25,Mogadishu,Kerosene,1.2,741.37,Private Station
2024-07-25,Mogadishu,Kerosene,1.14,704.3,Government Station
2024-07-25,Mogadishu,Kerosene,1.32,815.5,Black Market
2024-07-26,Mogadishu,Kerosene,1.197,720.14,Private Station
2024-07-26,Mogadishu,Kerosene,1.137,684.13,Government Station
2024-07-26,Mogadishu,Kerosene,1.316,792.15,Black Market
2024-07-27,Mogadishu,Kerosene,1.2,725.12,Private Station
2024-07-27,Mogadishu,Kerosene,1.14,688.86,Government Station
2024-07-27,Mogadishu,Kerosene,1.32,797.63,Black Market
2024-07-28,Mogadishu,Kerosene,1.2,740.11,Private Station
2024-07-28,Mogadishu,Kerosene,1.14,703.1,Government Station
2024-07-28,Mogadishu,Kerosene,1.32,814.12,Black Market
2024-07-29,Mogadishu,Kerosene,1.2,732.06,Private Station
2024-07-29,Mogadishu,Kerosene,1.14,695.45,Government Station
2024-07-29,Mogadishu,Kerosene,1.32,805.26,Black Market
2024-07-30,Mogadishu,Kerosene,1.193,728.69,Private Station
2024-07-30,Mogadishu,Kerosene,1.134,692.25,Government Station
2024-07-30,Mogadishu,Kerosene,1.313,801.56,Black Market
2024-07-31,Mogadishu,Kerosene,1.2,726.39,Private Station
2024-07-31,Mogadishu,Kerosene,1.14,690.07,Government Station
2024-07-31,Mogadishu,Kerosene,1.32,799.03,Black Market
2024-08-01,Mogadishu,Kerosene,1.199,728.68,Private Station
2024-08-01,Mogadishu,Kerosene,1.139,692.25,Government Station
2024-08-01,Mogadishu,Kerosene,1.319,801.55,Black Market
2024-08-02,Mogadishu,Kerosene,1.2,722.17,Private Station
2024-08-02,Mogadishu,Kerosene,1.14,686.06,Government Station
2024-08-02,Mogadishu,Kerosene,1.32,794.38,Black Market
2024-08-03,Mogadishu,Kerosene,1.199,724.49,Private Station
2024-08-03,Mogadishu,Kerosene,1.139,688.27,Government Station
2024-08-03,Mogadishu,Kerosene,1.319,796.94,Black Market
2024-08-04,Mogadishu,Kerosene,1.2,724.98,Private Station
2024-08-04,Mogadishu,Kerosene,1.14,688.73,Government Station
2024-08-04,Mogadishu,Kerosene,1.32,797.48,Black Market
2024-08-05,Mogadishu,Kerosene,1.2,734.57,Private Station
2024-08-05,Mogadishu,Kerosene,1.14,697.84,Government Station
2024-08-05,Mogadishu,Kerosene,1.32,808.03,Black Market
2024-08-06,Mogadishu,Kerosene,1.2,731.4,Private Station
2024-08-06,Mogadishu,Kerosene,1.14,694.83,Government Station
2024-08-06,Mogadishu,Kerosene,1.32,804.54,Black Market
2024-08-07,Mogadishu,Kerosene,1.2,721.26,Private Station
2024-08-07,Mogadishu,Kerosene,1.14,685.2,Government Station
2024-08-07,Mogadishu,Kerosene,1.32,793.38,Black Market
2024-08-08,Mogadishu,Kerosene,1.2,736.75,Private Station
2024-08-08,Mogadishu,Kerosene,1.14,699.91,Government Station
2024-08-08,Mogadishu,Kerosene,1.32,810.42,Black Market
2024-08-09,Mogadishu,Kerosene,1.2,725.23,Private Station
2024-08-09,Mogadishu,Kerosene,1.14,688.97,Government Station
2024-08-09,Mogadishu,Kerosene,1.32,797.76,Black Market
2024-08-10,Mogadishu,Kerosene,1.2,737.41,Private Station
2024-08-10,Mogadishu,Kerosene,1.14,700.54,Government Station
2024-08-10,Mogadishu,Kerosene,1.32,811.15,Black Market
2024-08-11,Mogadishu,Kerosene,1.2,720.26,Private Station
2024-08-11,Mogadishu,Kerosene,1.14,684.25,Government Station
2024-08-11,Mogadishu,Kerosene,1.32,792.29,Black Market
2024-08-12,Mogadishu,Kerosene,1.2,723.38,Private Station
2024-08-12,Mogadishu,Kerosene,1.14,687.21,Government Station
2024-08-12,Mogadishu,Kerosene,1.32,795.72,Black Market
2024-08-13,Mogadishu,Kerosene,1.2,728.34,Private Station
2024-08-13,Mogadishu,Kerosene,1.14,691.93,Government Station
2024-08-13,Mogadishu,Kerosene,1.32,801.18,Black Market
2024-08-14,Mogadishu,Kerosene,1.2,722.76,Private Station
2024-08-14,Mogadishu,Kerosene,1.14,686.62,Government Station
2024-08-14,Mogadishu,Kerosene,1.32,795.04,Black Market
2024-08-15,Mogadishu,Kerosene,1.2,722.1,Private Station
2024-08-15,Mogadishu,Kerosene,1.14,685.99,Government Station
2024-08-15,Mogadishu,Kerosene,1.32,794.31,Black Market
2024-08-16,Mogadishu,Kerosene,1.2,724.13,Private Station
2024-08-16,Mogadishu,Kerosene,1.14,687.92,Government Station
2024-08-16,Mogadishu,Kerosene,1.32,796.54,Black Market
2024-08-17,Mogadishu,Kerosene,1.2,739.94,Private Station
2024-08-17,Mogadishu,Kerosene,1.14,702.95,Government Station
2024-08-17,Mogadishu,Kerosene,1.32,813.94,Black Market
2024-08-18,Mogadishu,Kerosene,1.2,731.5,Private Station
2024-08-18,Mogadishu,Kerosene,1.14,694.93,Government Station
2024-08-18,Mogadishu,Kerosene,1.32,804.65,Black Market
2024-08-19,Mogadishu,Kerosene,1.2,733.66,Private Station
2024-08-19,Mogadishu,Kerosene,1.14,696.97,Government Station
2024-08-19,Mogadishu,Kerosene,1.32,807.02,Black Market
2024-08-20,Mogadishu,Kerosene,1.2,725.35,Private Station
2024-08-20,Mogadishu,Kerosene,1.14,689.08,Government Station
2024-08-20,Mogadishu,Kerosene,1.32,797.89,Black Market
2024-08-21,Mogadishu,Kerosene,1.2,725.15,Private Station
2024-08-21,Mogadishu,Kerosene,1.14,688.89,Government Station
2024-08-21,Mogadishu,Kerosene,1.32,797.66,Black Market
2024-08-22,Mogadishu,Kerosene,1.2,733.18,Private Station
2024-08-22,Mogadishu,Kerosene,1.14,696.52,Government Station
2024-08-22,Mogadishu,Kerosene,1.32,806.49,Black Market
2024-08-23,Mogadishu,Kerosene,1.2,722.67,Private Station
2024-08-23,Mogadishu,Kerosene,1.14,686.54,Government Station
2024-08-23,Mogadishu,Kerosene,1.32,794.94,Black Market
2024-08-24,Mogadishu,Kerosene,1.2,727.96,Private Station
