date,city,usd_sos_rate,daily_change_percent,market_type,source,rate_ma7,rate_ma30
2024-09-22,Bosaso,566.72,-0.156,black,Black Market,567.0885714285714,562.578
2024-09-23,Bosaso,566.26,0.0,black,Black Market,566.8414285714287,562.651
2024-09-24,Bosaso,564.34,-0.168,black,Black Market,566.5157142857144,562.7579999999999
2024-09-25,Bosaso,563.17,-0.236,black,Black Market,565.7971428571428,562.853
2024-09-26,Bosaso,562.67,0.107,black,Black Market,565.3085714285714,562.8376666666667
2024-09-27,Bosaso,566.29,0.585,black,Black Market,565.2542857142857,562.9716666666667
2024-09-28,Bosaso,566.82,-0.133,black,Black Market,565.1814285714285,563.0953333333333
2024-09-29,Bosaso,570.52,0.419,black,Black Market,565.7242857142857,563.485
2024-09-30,Bosaso,571.4,0.08,black,Black Market,566.4585714285714,563.9786666666666
2024-10-01,Bosaso,572.15,0.396,black,Black Market,567.5742857142857,564.4673333333334
2024-10-02,Bosaso,569.86,-0.503,black,Black Market,568.53,564.8773333333334
2024-10-03,Bosaso,570.27,-0.074,black,Black Market,569.6157142857143,565.2493333333333
2024-10-04,Bosaso,570.59,-0.058,black,Black Market,570.2299999999999,565.5740000000001
2024-10-05,Bosaso,572.42,0.316,black,Black Market,571.03,566.0283333333333
2024-10-06,Bosaso,572.43,0.065,black,Black Market,571.3028571428571,566.4996666666666
2024-10-07,Bosaso,574.59,0.364,black,Black Market,571.7585714285714,566.968
2024-10-08,Bosaso,573.01,-0.269,black,Black Market,571.8814285714286,567.4166666666666
2024-10-09,Bosaso,573.66,0.137,black,Black Market,572.4242857142857,567.7933333333333
2024-10-10,Bosaso,577.26,0.697,black,Black Market,573.4228571428572,568.222
2024-10-11,Bosaso,580.6,0.596,black,Black Market,574.8528571428571,568.8423333333334
2024-10-12,Bosaso,584.54,0.513,black,Black Market,576.5842857142858,569.5976666666667
2024-10-13,Bosaso,583.8,-0.252,black,Black Market,578.2085714285714,570.2523333333335
2024-10-14,Bosaso,586.42,0.327,black,Black Market,579.8985714285715,570.9473333333333
2024-10-15,Bosaso,589.72,0.713,black,Black Market,582.2857142857143,571.747
2024-10-16,Bosaso,589.55,-0.107,black,Black Market,584.5557142857143,572.4656666666667
2024-10-17,Bosaso,585.06,-0.958,black,Black Market,585.6700000000001,573.0803333333332
2024-10-18,Bosaso,588.74,0.547,black,Black Market,586.8328571428572,573.765
2024-10-19,Bosaso,592.44,0.492,black,Black Market,587.9614285714285,574.6433333333333
2024-10-20,Bosaso,588.83,-0.567,black,Black Market,588.6800000000001,575.382
2024-10-21,Bosaso,590.81,0.344,black,Black Market,589.3071428571428,576.1646666666668
2024-10-22,Bosaso,590.24,-0.131,black,Black Market,589.3814285714286,576.9486666666667
2024-10-23,Bosaso,588.98,0.004,black,Black Market,589.3000000000001,577.706
2024-10-24,Bosaso,591.37,0.472,black,Black Market,590.2014285714286,578.6070000000001
2024-10-25,Bosaso,589.06,-0.583,black,Black Market,590.2471428571429,579.4699999999999
2024-10-26,Bosaso,593.2,0.401,black,Black Market,590.3557142857143,580.4876666666667
2024-10-27,Bosaso,590.58,-0.444,black,Black Market,590.6057142857143,581.2973333333334
2024-10-28,Bosaso,588.52,-0.366,black,Black Market,590.2785714285714,582.0206666666667
2024-10-29,Bosaso,586.33,-0.322,black,Black Market,589.72,582.5476666666667
2024-10-30,Bosaso,584.54,-0.196,black,Black Market,589.0857142857143,582.9856666666667
2024-10-31,Bosaso,586.63,0.431,black,Black Market,588.4085714285715,583.4683333333334
2024-11-01,Bosaso,584.91,-0.182,black,Black Market,587.8157142857143,583.9699999999999
2024-11-02,Bosaso,584.67,0.115,black,Black Market,586.5971428571429,584.45
2024-11-03,Bosaso,585.36,0.099,black,Black Market,585.8514285714285,584.9423333333333
2024-11-04,Bosaso,583.93,-0.136,black,Black Market,585.1957142857143,585.3260000000001
2024-11-05,Bosaso,583.58,-0.054,black,Black Market,584.8028571428571,585.6976666666667
2024-11-06,Bosaso,583.18,0.021,black,Black Market,584.6085714285715,585.984
2024-11-07,Bosaso,587.41,0.808,black,Black Market,584.72,586.4639999999999
2024-11-08,Bosaso,587.5,-0.261,black,Black Market,585.09,586.9253333333332
2024-11-09,Bosaso,584.13,-0.612,black,Black Market,585.0128571428571,587.1543333333334
2024-11-10,Bosaso,586.19,0.294,black,Black Market,585.1314285714286,587.3406666666666
2024-11-11,Bosaso,587.19,0.125,black,Black Market,585.5971428571429,587.4290000000001
2024-11-12,Bosaso,587.87,0.155,black,Black Market,586.21,587.5646666666667
2024-11-13,Bosaso,586.68,-0.212,black,Black Market,586.71,587.5733333333334
2024-11-14,Bosaso,587.3,-0.146,black,Black Market,586.6942857142857,587.4926666666667
2024-11-15,Bosaso,589.81,0.582,black,Black Market,587.0242857142857,587.5013333333334
2024-11-16,Bosaso,587.88,-0.151,black,Black Market,587.5600000000001,587.5953333333333
2024-11-17,Bosaso,584.19,-0.465,black,Black Market,587.2742857142857,587.4436666666667
2024-11-18,Bosaso,583.94,-0.048,black,Black Market,586.8100000000001,587.1603333333334
2024-11-19,Bosaso,583.81,-0.128,black,Black Market,586.2299999999999,586.993
2024-11-20,Bosaso,586.18,0.199,black,Black Market,586.1585714285713,586.8386666666667
2024-11-21,Bosaso,584.14,-0.423,black,Black Market,585.7071428571428,586.6353333333334
2024-11-22,Bosaso,580.93,-0.604,black,Black Market,584.4385714285714,586.3670000000001
2024-11-23,Bosaso,582.56,0.17,black,Black Market,583.6785714285713,586.0733333333333
2024-11-24,Bosaso,581.69,-0.005,black,Black Market,583.3214285714286,585.8276666666667
2024-11-25,Bosaso,576.97,-0.779,black,Black Market,582.3257142857143,585.2866666666666
2024-11-26,Bosaso,575.69,-0.067,black,Black Market,581.1657142857143,584.7903333333333
2024-11-27,Bosaso,577.05,0.337,black,Black Market,579.8614285714285,584.408
2024-11-28,Bosaso,577.55,0.012,black,Black Market,578.92,584.1153333333333
2024-11-29,Bosaso,576.22,-0.202,black,Black Market,578.2471428571429,583.838
2024-11-30,Bosaso,576.17,0.039,black,Black Market,577.3342857142858,583.4893333333333
2024-12-01,Bosaso,575.5,-0.537,black,Black Market,576.45,583.1756666666666
2024-12-02,Bosaso,576.18,0.244,black,Black Market,576.3371428571428,582.8926666666666
2024-12-03,Bosaso,573.67,-0.488,black,Black Market,576.0485714285713,582.503
2024-12-04,Bosaso,574.34,0.012,black,Black Market,575.6614285714286,582.1833333333333
2024-12-05,Bosaso,574.95,0.298,black,Black Market,575.29,581.8956666666667
2024-12-06,Bosaso,575.18,-0.047,black,Black Market,575.1414285714285,581.629
2024-12-07,Bosaso,578.76,0.984,black,Black Market,575.5114285714286,581.3406666666667
2024-12-08,Bosaso,573.36,-0.562,black,Black Market,575.2057142857143,580.8693333333334
2024-12-09,Bosaso,573.41,-0.058,black,Black Market,574.8100000000001,580.5120000000001
2024-12-10,Bosaso,579.39,1.082,black,Black Market,575.6271428571429,580.2853333333334
2024-12-11,Bosaso,580.75,0.132,black,Black Market,576.5428571428571,580.0706666666666
2024-12-12,Bosaso,583.23,0.407,black,Black Market,577.7257142857143,579.9159999999999
2024-12-13,Bosaso,580.97,-0.041,black,Black Market,578.5528571428571,579.7256666666667
2024-12-14,Bosaso,584.43,0.38,black,Black Market,579.3628571428571,579.63
2024-12-15,Bosaso,582.77,-0.322,black,Black Market,580.7071428571428,579.3953333333333
2024-12-16,Bosaso,578.49,-0.834,black,Black Market,581.4328571428571,579.0823333333334
2024-12-17,Bosaso,577.49,-0.048,black,Black Market,581.1614285714286,578.8589999999999
2024-12-18,Bosaso,577.79,0.013,black,Black Market,580.7385714285714,578.654
2024-12-19,Bosaso,576.26,-0.223,black,Black Market,579.7428571428571,578.4023333333333
2024-12-20,Bosaso,573.63,-0.206,black,Black Market,578.6942857142857,577.9839999999999
2024-12-21,Bosaso,570.36,-0.613,black,Black Market,576.6842857142857,577.5246666666666
2024-12-22,Bosaso,568.87,-0.385,black,Black Market,574.6985714285714,577.1226666666666
2024-12-23,Bosaso,571.75,0.237,black,Black Market,573.7357142857143,576.7623333333335
2024-12-24,Bosaso,568.79,-0.428,black,Black Market,572.4928571428571,576.3323333333333
2024-12-25,Bosaso,567.49,-0.509,black,Black Market,571.0214285714286,576.0163333333334
2024-12-26,Bosaso,568.47,0.256,black,Black Market,569.9085714285715,575.7756666666667
2024-12-27,Bosaso,565.1,-0.656,black,Black Market,568.6899999999999,575.3773333333334
2024-12-28,Bosaso,565.19,0.088,black,Black Market,567.9514285714286,574.9653333333333
2024-12-29,Bosaso,564.73,-0.319,black,Black Market,567.36,574.5823333333333
2024-12-30,Bosaso,559.85,-0.787,black,Black Market,565.6600000000001,574.0383333333334
2024-12-31,Bosaso,560.94,0.389,black,Black Market,564.5385714285715,573.553
2025-01-01,Bosaso,558.74,-0.118,black,Black Market,563.2885714285715,572.9716666666667
2025-01-02,Bosaso,558.62,-0.055,black,Black Market,561.8814285714286,572.4699999999999
2025-01-03,Bosaso,556.99,-0.233,black,Black Market,560.7228571428572,571.8916666666667
2025-01-04,Bosaso,555.33,-0.486,black,Black Market,559.3142857142857,571.2376666666667
2025-01-05,Bosaso,552.43,-0.581,black,Black Market,557.5571428571429,570.4793333333333
2025-01-06,Bosaso,551.76,0.036,black,Black Market,556.4014285714286,569.5793333333332
2025-01-07,Bosaso,551.82,0.246,black,Black Market,555.0985714285714,568.8613333333334
2025-01-08,Bosaso,550.0,-0.502,black,Black Market,553.85,568.081
2025-01-09,Bosaso,550.0,-0.816,black,Black Market,552.6185714285714,567.1013333333334
2025-01-10,Bosaso,550.0,-0.502,black,Black Market,551.62,566.0763333333333
2025-01-11,Bosaso,551.78,0.165,black,Black Market,551.1128571428571,565.028
2025-01-12,Bosaso,553.37,0.372,black,Black Market,551.2471428571428,564.1080000000001
2025-01-13,Bosaso,554.4,0.015,black,Black Market,551.6242857142857,563.107
2025-01-14,Bosaso,558.56,0.756,black,Black Market,552.5871428571428,562.3
2025-01-15,Bosaso,559.18,-0.053,black,Black Market,553.8985714285715,561.6563333333332
2025-01-16,Bosaso,557.88,-0.064,black,Black Market,555.0242857142856,561.0026666666668
2025-01-17,Bosaso,560.45,0.602,black,Black Market,556.5171428571429,560.4246666666666
2025-01-18,Bosaso,561.07,0.038,black,Black Market,557.8442857142857,559.9183333333333
2025-01-19,Bosaso,559.84,-0.082,black,Black Market,558.7685714285715,559.4586666666667
2025-01-20,Bosaso,562.21,0.39,black,Black Market,559.8842857142857,559.187
2025-01-21,Bosaso,562.57,0.232,black,Black Market,560.4571428571429,558.9770000000001
2025-01-22,Bosaso,561.99,0.06,black,Black Market,560.8585714285715,558.6516666666666
2025-01-23,Bosaso,557.76,-0.623,black,Black Market,560.8414285714287,558.284
2025-01-24,Bosaso,557.51,0.093,black,Black Market,560.4214285714286,557.9513333333333
2025-01-25,Bosaso,554.9,-0.346,black,Black Market,559.5400000000001,557.499
2025-01-26,Bosaso,554.13,-0.055,black,Black Market,558.7242857142858,557.1333333333333
2025-01-27,Bosaso,557.87,0.605,black,Black Market,558.1042857142858,556.8893333333333
2025-01-28,Bosaso,562.14,0.487,black,Black Market,558.0428571428572,556.803
2025-01-29,Bosaso,560.17,-0.468,black,Black Market,557.7828571428571,556.8136666666667
2025-01-30,Bosaso,559.25,-0.103,black,Black Market,557.9957142857143,556.7573333333333
2025-01-31,Bosaso,560.97,0.178,black,Black Market,558.49,556.8316666666667
2025-02-01,Bosaso,557.31,-0.391,black,Black Market,558.8342857142858,556.788
2025-02-02,Bosaso,557.61,0.051,black,Black Market,559.3314285714285,556.8086666666667
2025-02-03,Bosaso,558.58,0.254,black,Black Market,559.4328571428572,556.917
2025-02-04,Bosaso,558.86,-0.042,black,Black Market,558.9642857142857,557.1313333333333
2025-02-05,Bosaso,562.78,0.793,black,Black Market,559.3371428571429,557.4986666666666
2025-02-06,Bosaso,561.68,0.014,black,Black Market,559.6842857142857,557.8273333333333
2025-02-07,Bosaso,563.58,0.216,black,Black Market,560.0571428571428,558.2800000000001
2025-02-08,Bosaso,563.76,0.122,black,Black Market,560.9785714285714,558.7386666666666
2025-02-09,Bosaso,563.23,-0.037,black,Black Market,561.7814285714286,559.1796666666667
2025-02-10,Bosaso,565.38,0.478,black,Black Market,562.7528571428571,559.6329999999999
2025-02-11,Bosaso,564.94,0.105,black,Black Market,563.6214285714285,560.0186666666667
2025-02-12,Bosaso,565.86,0.087,black,Black Market,564.0614285714286,560.4006666666667
2025-02-13,Bosaso,565.17,0.035,black,Black Market,564.5600000000001,560.621
2025-02-14,Bosaso,567.87,0.565,black,Black Market,565.1728571428572,560.9106666666667
2025-02-15,Bosaso,569.53,0.177,black,Black Market,565.9971428571429,561.2990000000001
2025-02-16,Bosaso,567.99,-0.349,black,Black Market,566.6771428571428,561.5503333333332
2025-02-17,Bosaso,567.99,-0.099,black,Black Market,567.05,561.7810000000001
2025-02-18,Bosaso,567.93,0.167,black,Black Market,567.4771428571428,562.0506666666666
2025-02-19,Bosaso,565.73,-0.233,black,Black Market,567.4585714285714,562.168
2025-02-20,Bosaso,566.04,-0.074,black,Black Market,567.5828571428572,562.2836666666667
2025-02-21,Bosaso,561.77,-0.673,black,Black Market,566.7114285714285,562.2763333333334
2025-02-22,Bosaso,562.05,-0.019,black,Black Market,565.6428571428571,562.4193333333334
2025-02-23,Bosaso,559.9,-0.417,black,Black Market,564.4871428571429,562.499
2025-02-24,Bosaso,564.44,0.78,black,Black Market,563.9799999999999,562.8169999999999
2025-02-25,Bosaso,566.15,0.322,black,Black Market,563.7257142857143,563.2176666666667
2025-02-26,Bosaso,570.91,0.882,black,Black Market,564.4657142857143,563.6523333333333
2025-02-27,Bosaso,570.45,-0.037,black,Black Market,565.0957142857143,563.9293333333334
2025-02-28,Bosaso,566.03,-0.688,black,Black Market,565.7042857142858,564.1246666666666
2025-03-01,Bosaso,564.16,-0.254,black,Black Market,566.0057142857142,564.2883333333333
2025-03-02,Bosaso,561.38,-0.504,black,Black Market,566.2171428571429,564.302
2025-03-03,Bosaso,560.1,-0.253,black,Black Market,565.5971428571428,564.3950000000001
2025-03-04,Bosaso,562.45,0.294,black,Black Market,565.0685714285714,564.5563333333333
2025-03-05,Bosaso,563.68,-0.097,black,Black Market,564.0357142857143,564.7263333333334
2025-03-06,Bosaso,563.55,0.041,black,Black Market,563.05,564.8826666666666
2025-03-07,Bosaso,559.09,-0.793,black,Black Market,562.0585714285714,564.7596666666667
2025-03-08,Bosaso,562.74,0.494,black,Black Market,561.8557142857143,564.7950000000001
2025-03-09,Bosaso,564.53,0.423,black,Black Market,562.3057142857143,564.8266666666666
2025-03-10,Bosaso,565.57,0.028,black,Black Market,563.0871428571428,564.8870000000001
2025-03-11,Bosaso,569.08,0.545,black,Black Market,564.0342857142857,565.082
2025-03-12,Bosaso,569.81,0.019,black,Black Market,564.9100000000001,565.2296666666666
2025-03-13,Bosaso,567.98,-0.317,black,Black Market,565.5428571428572,565.331
2025-03-14,Bosaso,567.27,-0.292,black,Black Market,566.7114285714285,565.378
2025-03-15,Bosaso,567.06,-0.118,black,Black Market,567.3285714285714,565.441
2025-03-16,Bosaso,567.84,0.067,black,Black Market,567.8014285714286,565.44
2025-03-17,Bosaso,566.83,-0.375,black,Black Market,567.9814285714286,565.35
2025-03-18,Bosaso,565.32,-0.469,black,Black Market,567.4442857142857,565.261
2025-03-19,Bosaso,565.04,0.021,black,Black Market,566.7628571428571,565.1626666666667
2025-03-20,Bosaso,567.61,0.434,black,Black Market,566.7099999999999,565.152
2025-03-21,Bosaso,564.47,-0.456,black,Black Market,566.3100000000001,565.1100000000001
2025-03-22,Bosaso,564.98,0.095,black,Black Market,566.0128571428571,565.0746666666668
2025-03-23,Bosaso,566.0,0.143,black,Black Market,565.75,565.2156666666667
2025-03-24,Bosaso,564.94,-0.056,black,Black Market,565.48,565.312
2025-03-25,Bosaso,570.44,0.582,black,Black Market,566.2114285714285,565.6633333333333
2025-03-26,Bosaso,570.3,0.084,black,Black Market,566.9628571428572,565.8586666666667
2025-03-27,Bosaso,570.62,0.221,black,Black Market,567.3928571428571,566.0076666666666
2025-03-28,Bosaso,568.67,-0.395,black,Black Market,567.9928571428571,565.9329999999999
2025-03-29,Bosaso,566.39,-0.12,black,Black Market,568.1942857142857,565.7976666666667
2025-03-30,Bosaso,566.84,0.191,black,Black Market,568.3142857142857,565.8246666666668
2025-03-31,Bosaso,565.34,-0.334,black,Black Market,568.3714285714285,565.8639999999999
2025-04-01,Bosaso,564.06,-0.071,black,Black Market,567.4599999999999,565.9533333333333
2025-04-02,Bosaso,563.14,-0.298,black,Black Market,566.4371428571428,566.0546666666667
2025-04-03,Bosaso,563.06,-0.039,black,Black Market,565.3571428571428,566.075
2025-04-04,Bosaso,562.0,-0.07,black,Black Market,564.4042857142857,566.019
2025-04-05,Bosaso,565.65,0.418,black,Black Market,564.2985714285713,566.0889999999999
2025-04-06,Bosaso,563.8,-0.289,black,Black Market,563.8642857142858,566.246
2025-04-07,Bosaso,567.59,0.665,black,Black Market,564.1857142857142,566.4076666666666
2025-04-08,Bosaso,564.19,-0.412,black,Black Market,564.2042857142857,566.3963333333334
2025-04-09,Bosaso,565.9,0.389,black,Black Market,564.5985714285714,566.4073333333333
2025-04-10,Bosaso,561.25,-0.997,black,Black Market,564.34,566.1463333333335
2025-04-11,Bosaso,561.82,-0.004,black,Black Market,564.3142857142858,565.88
2025-04-12,Bosaso,566.39,0.473,black,Black Market,564.42,565.827
2025-04-13,Bosaso,569.43,0.671,black,Black Market,565.2242857142858,565.899
2025-04-14,Bosaso,567.94,-0.17,black,Black Market,565.2742857142857,565.9283333333333
2025-04-15,Bosaso,569.79,0.257,black,Black Market,566.0742857142857,565.9933333333333
2025-04-16,Bosaso,566.52,-0.519,black,Black Market,566.1628571428571,565.9830000000001
2025-04-17,Bosaso,567.57,0.052,black,Black Market,567.0657142857143,566.0580000000001
2025-04-18,Bosaso,563.43,-0.463,black,Black Market,567.2957142857142,566.0043333333334
2025-04-19,Bosaso,565.59,0.405,black,Black Market,567.1814285714286,565.937
2025-04-20,Bosaso,565.38,0.254,black,Black Market,566.6028571428571,565.9673333333333
2025-04-21,Bosaso,563.49,-0.133,black,Black Market,565.9671428571429,565.9176666666666
2025-04-22,Bosaso,567.18,0.798,black,Black Market,565.5942857142857,565.957
2025-04-23,Bosaso,568.86,0.342,black,Black Market,565.9285714285714,566.0876666666667
2025-04-24,Bosaso,567.34,-0.254,black,Black Market,565.8957142857142,565.9843333333334
2025-04-25,Bosaso,569.19,0.149,black,Black Market,566.7185714285714,565.9473333333333
2025-04-26,Bosaso,567.11,-0.363,black,Black Market,566.9357142857143,565.8303333333333
2025-04-27,Bosaso,568.37,0.385,black,Black Market,567.3628571428571,565.8203333333333
2025-04-28,Bosaso,566.68,-0.012,black,Black Market,567.8185714285714,565.8299999999999
2025-04-29,Bosaso,563.42,-0.503,black,Black Market,567.2814285714286,565.716
2025-04-30,Bosaso,561.37,-0.521,black,Black Market,566.2114285714285,565.5836666666667
2025-05-01,Bosaso,559.34,-0.195,black,Black Market,565.0685714285714,565.4263333333333
2025-05-02,Bosaso,560.37,0.034,black,Black Market,563.8085714285714,565.3340000000001
2025-05-03,Bosaso,559.42,-0.412,black,Black Market,562.7099999999999,565.2126666666667
2025-05-04,Bosaso,562.15,0.776,black,Black Market,561.8214285714286,565.2176666666667
2025-05-05,Bosaso,560.09,-0.168,black,Black Market,560.88,565.0323333333332
2025-05-06,Bosaso,557.67,-0.386,black,Black Market,560.0585714285714,564.828
2025-05-07,Bosaso,558.33,-0.093,black,Black Market,559.6242857142857,564.5193333333334
2025-05-08,Bosaso,559.96,0.169,black,Black Market,559.7128571428572,564.3783333333333
2025-05-09,Bosaso,560.74,0.188,black,Black Market,559.7657142857144,564.2063333333334
2025-05-10,Bosaso,558.55,-0.257,black,Black Market,559.6414285714285,564.1163333333334
2025-05-11,Bosaso,558.84,0.106,black,Black Market,559.1685714285715,564.017
2025-05-12,Bosaso,560.92,0.376,black,Black Market,559.2871428571428,563.8346666666667
2025-05-13,Bosaso,557.2,-0.673,black,Black Market,559.22,563.4269999999999
2025-05-14,Bosaso,557.83,0.287,black,Black Market,559.1485714285715,563.09
2025-05-15,Bosaso,556.61,-0.076,black,Black Market,558.67,562.6506666666667
2025-05-16,Bosaso,555.4,-0.304,black,Black Market,557.9071428571428,562.28
2025-05-17,Bosaso,554.64,-0.216,black,Black Market,557.3485714285715,561.849
2025-05-18,Bosaso,556.87,0.184,black,Black Market,557.0671428571429,561.6303333333333
2025-05-19,Bosaso,555.44,-0.203,black,Black Market,556.2842857142857,561.2919999999999
2025-05-20,Bosaso,552.79,-0.646,black,Black Market,555.6542857142857,560.8723333333332
2025-05-21,Bosaso,554.43,0.506,black,Black Market,555.1685714285715,560.5703333333333
2025-05-22,Bosaso,552.72,-0.138,black,Black Market,554.6128571428571,560.0883333333334
2025-05-23,Bosaso,556.24,0.514,black,Black Market,554.7328571428571,559.6676666666666
2025-05-24,Bosaso,556.0,0.056,black,Black Market,554.9271428571428,559.2896666666667
2025-05-25,Bosaso,557.0,0.028,black,Black Market,554.9457142857143,558.8833333333333
2025-05-26,Bosaso,556.68,-0.098,black,Black Market,555.1228571428571,558.5356666666667
2025-05-27,Bosaso,556.61,-0.128,black,Black Market,555.6685714285715,558.1436666666667
2025-05-28,Bosaso,560.75,0.863,black,Black Market,556.5714285714286,557.946
2025-05-29,Bosaso,562.43,0.327,black,Black Market,557.9585714285714,557.913
2025-05-30,Bosaso,560.73,-0.367,black,Black Market,558.6,557.8916666666667
2025-05-31,Bosaso,558.37,-0.429,black,Black Market,558.9385714285714,557.8593333333333
2025-06-01,Bosaso,560.78,0.292,black,Black Market,559.4785714285714,557.873
2025-06-02,Bosaso,559.08,-0.21,black,Black Market,559.8214285714286,557.8616666666668
2025-06-03,Bosaso,557.2,-0.112,black,Black Market,559.9057142857143,557.6966666666667
2025-06-04,Bosaso,558.0,-0.084,black,Black Market,559.5128571428571,557.6270000000001
2025-06-05,Bosaso,559.76,0.164,black,Black Market,559.1314285714286,557.6966666666667
2025-06-06,Bosaso,556.94,-0.33,black,Black Market,558.59,557.6503333333334
2025-06-07,Bosaso,554.63,-0.311,black,Black Market,558.0557142857143,557.4726666666667
2025-06-08,Bosaso,557.53,0.347,black,Black Market,557.5914285714287,557.3656666666667
2025-06-09,Bosaso,558.47,0.047,black,Black Market,557.5042857142857,557.3629999999999
2025-06-10,Bosaso,557.6,-0.288,black,Black Market,557.5614285714286,557.3216666666667
2025-06-11,Bosaso,561.09,0.747,black,Black Market,558.0028571428571,557.3273333333333
2025-06-12,Bosaso,563.92,0.394,black,Black Market,558.5971428571429,557.5513333333333
2025-06-13,Bosaso,564.19,-0.287,black,Black Market,559.6328571428572,557.7633333333334
2025-06-14,Bosaso,566.67,0.439,black,Black Market,561.3528571428571,558.0986666666666
2025-06-15,Bosaso,563.42,-0.502,black,Black Market,562.1942857142857,558.366
2025-06-16,Bosaso,562.93,-0.181,black,Black Market,562.8314285714285,558.6423333333333
2025-06-17,Bosaso,562.84,-0.188,black,Black Market,563.58,558.8413333333333
2025-06-18,Bosaso,561.72,-0.155,black,Black Market,563.67,559.0506666666666
2025-06-19,Bosaso,560.75,-0.098,black,Black Market,563.2171428571429,559.316
2025-06-20,Bosaso,561.0,0.052,black,Black Market,562.7614285714286,559.535
2025-06-21,Bosaso,561.71,-0.151,black,Black Market,562.0528571428571,559.8346666666667
2025-06-22,Bosaso,561.29,-0.049,black,Black Market,561.7485714285715,560.003
2025-06-23,Bosaso,563.79,0.349,black,Black Market,561.8714285714286,560.2626666666667
2025-06-24,Bosaso,560.84,-0.413,black,Black Market,561.5857142857143,560.3906666666667
2025-06-25,Bosaso,565.74,0.747,black,Black Market,562.16,560.6926666666666
2025-06-26,Bosaso,561.4,-0.732,black,Black Market,562.2528571428571,560.8523333333334
2025-06-27,Bosaso,559.58,-0.613,black,Black Market,562.05,560.8133333333334
2025-06-28,Bosaso,562.36,0.323,black,Black Market,562.1428571428571,560.8109999999999
2025-06-29,Bosaso,562.39,0.225,black,Black Market,562.3,560.8663333333333
2025-06-30,Bosaso,559.93,-0.086,black,Black Market,561.7485714285714,560.9183333333333
2025-07-01,Bosaso,558.81,-0.129,black,Black Market,561.4585714285714,560.8526666666668
2025-07-02,Bosaso,562.16,0.402,black,Black Market,560.9471428571429,560.9553333333333
2025-07-03,Bosaso,565.18,0.751,black,Black Market,561.4871428571429,561.2213333333333
2025-07-04,Bosaso,567.07,0.323,black,Black Market,562.5571428571428,561.5236666666666
2025-07-05,Bosaso,565.42,-0.088,black,Black Market,562.9942857142856,561.7123333333333
2025-07-06,Bosaso,564.29,-0.18,black,Black Market,563.2657142857142,561.9573333333334
2025-07-07,Bosaso,562.15,-0.446,black,Black Market,563.5828571428572,562.208
2025-07-08,Bosaso,564.49,0.302,black,Black Market,564.3942857142857,562.44
2025-07-09,Bosaso,564.05,-0.341,black,Black Market,564.6642857142857,562.626
2025-07-10,Bosaso,562.95,-0.317,black,Black Market,564.3457142857143,562.8043333333333
2025-07-11,Bosaso,559.52,-0.649,black,Black Market,563.2671428571429,562.752
2025-07-12,Bosaso,559.49,0.12,black,Black Market,562.42,562.6043333333333
2025-07-13,Bosaso,560.37,0.266,black,Black Market,561.86,562.4770000000001
2025-07-14,Bosaso,560.48,-0.027,black,Black Market,561.6214285714285,562.2706666666667
2025-07-15,Bosaso,559.64,-0.052,black,Black Market,560.9285714285714,562.1446666666667
2025-07-16,Bosaso,556.33,-0.642,black,Black Market,559.8257142857143,561.9246666666666
2025-07-17,Bosaso,559.44,0.349,black,Black Market,559.3242857142857,561.8113333333333
2025-07-18,Bosaso,560.24,0.178,black,Black Market,559.4271428571428,561.7620000000001
2025-07-19,Bosaso,559.28,0.084,black,Black Market,559.3971428571429,561.713
2025-07-20,Bosaso,558.63,-0.194,black,Black Market,559.1485714285715,561.634
2025-07-21,Bosaso,554.38,-0.506,black,Black Market,558.2771428571428,561.3896666666666
2025-07-22,Bosaso,550.88,-0.225,black,Black Market,557.0257142857143,561.0426666666666
2025-07-23,Bosaso,550.0,-0.176,black,Black Market,556.1214285714285,560.583
2025-07-24,Bosaso,550.0,-0.484,black,Black Market,554.7728571428571,560.2216666666666
2025-07-25,Bosaso,551.1,-0.021,black,Black Market,553.4671428571429,559.7336666666666
2025-07-26,Bosaso,550.0,-0.498,black,Black Market,552.1414285714285,559.3536666666666
2025-07-27,Bosaso,550.0,-0.157,black,Black Market,550.9085714285713,559.0343333333333
2025-07-28,Bosaso,550.0,-0.81,black,Black Market,550.2828571428571,558.6223333333332
2025-07-29,Bosaso,550.0,-0.589,black,Black Market,550.1571428571428,558.2093333333333
2025-07-30,Bosaso,550.0,-0.542,black,Black Market,550.1571428571428,557.8783333333333
2025-07-31,Bosaso,550.0,0.227,black,Black Market,550.1571428571428,557.5846666666667
2025-08-01,Bosaso,550.0,-0.136,black,Black Market,550.0,557.1793333333334
2025-08-02,Bosaso,552.06,0.553,black,Black Market,550.2942857142857,556.742
2025-08-03,Bosaso,550.0,-0.306,black,Black Market,550.2942857142857,556.173
2025-08-04,Bosaso,550.0,-0.745,black,Black Market,550.2942857142857,555.659
2025-08-05,Bosaso,550.0,-0.659,black,Black Market,550.2942857142857,555.1826666666667
2025-08-06,Bosaso,551.57,0.225,black,Black Market,550.5185714285715,554.83
2025-08-07,Bosaso,551.22,0.255,black,Black Market,550.6928571428572,554.3876666666667
2025-08-08,Bosaso,550.85,0.089,black,Black Market,550.8142857142858,553.9476666666667
2025-08-09,Bosaso,550.0,-0.08,black,Black Market,550.5200000000001,553.516
2025-08-10,Bosaso,550.0,-0.307,black,Black Market,550.5200000000001,553.1986666666667
