date,city,usd_sos_rate,daily_change_percent,market_type,source
2025-09-25,Hargeisa,563.26,-0.169,official,Central Bank
2025-09-26,Hargeisa,560.56,-0.469,official,Central Bank
2025-09-27,Hargeisa,563.89,0.65,official,Central Bank
2025-09-28,Hargeisa,562.82,-0.342,official,Central Bank
2025-09-29,Hargeisa,562.19,-0.167,official,Central Bank
2025-09-30,Hargeisa,561.28,-0.462,official,Central Bank
2025-10-01,Hargeisa,562.32,0.144,official,Central Bank
2025-10-02,Hargeisa,561.23,-0.602,official,Central Bank
2025-10-03,Hargeisa,562.06,0.395,official,Central Bank
2025-10-04,Hargeisa,562.58,0.006,official,Central Bank
2025-10-05,Hargeisa,562.12,0.089,official,Central Bank
2025-10-06,Hargeisa,559.39,-0.238,official,Central Bank
2025-10-07,Hargeisa,559.07,0.042,official,Central Bank
2025-10-08,Hargeisa,557.64,-0.071,official,Central Bank
2025-10-09,Hargeisa,554.94,-0.305,official,Central Bank
2025-10-10,Hargeisa,555.01,-0.055,official,Central Bank
2025-10-11,Hargeisa,555.6,0.019,official,Central Bank
2025-10-12,Hargeisa,553.49,-0.12,official,Central Bank
2025-10-13,Hargeisa,552.56,0.12,official,Central Bank
2025-10-14,Hargeisa,550.0,-0.423,official,Central Bank
2025-10-15,Hargeisa,551.04,0.001,official,Central Bank
2025-10-16,Hargeisa,550.19,0.092,official,Central Bank
2025-10-17,Hargeisa,550.76,0.103,official,Central Bank
2025-10-18,Hargeisa,552.81,0.47,official,Central Bank
2025-10-19,Hargeisa,550.0,-0.562,official,Central Bank
2025-10-20,Hargeisa,551.17,-0.028,official,Central Bank
2025-10-21,Hargeisa,550.0,-0.663,official,Central Bank
2025-10-22,Hargeisa,550.0,-0.273,official,Central Bank
2025-10-23,Hargeisa,552.27,0.062,official,Central Bank
2025-10-24,Hargeisa,552.84,0.029,official,Central Bank
2025-10-25,Hargeisa,552.31,0.079,official,Central Bank
2025-10-26,Hargeisa,556.13,0.593,official,Central Bank
2025-10-27,Hargeisa,555.17,-0.03,official,Central Bank
2025-10-28,Hargeisa,554.9,-0.134,official,Central Bank
2025-10-29,Hargeisa,556.18,0.277,official,Central Bank
2025-10-30,Hargeisa,551.89,-0.677,official,Central Bank
2025-10-31,Hargeisa,550.47,-0.403,official,Central Bank
2025-11-01,Hargeisa,550.0,-0.566,official,Central Bank
2025-11-02,Hargeisa,550.0,-0.727,official,Central Bank
2025-11-03,Hargeisa,550.0,-0.475,official,Central Bank
2025-11-04,Hargeisa,553.19,0.424,official,Central Bank
2025-11-05,Hargeisa,553.18,0.098,official,Central Bank
2025-11-06,Hargeisa,556.75,0.548,official,Central Bank
2025-11-07,Hargeisa,557.54,-0.047,official,Central Bank
2025-11-08,Hargeisa,558.62,0.437,official,Central Bank
2025-11-09,Hargeisa,557.27,-0.134,official,Central Bank
2025-11-10,Hargeisa,555.23,-0.15,official,Central Bank
2025-11-11,Hargeisa,552.98,-0.208,official,Central Bank
2025-11-12,Hargeisa,552.37,-0.225,official,Central Bank
2025-11-13,Hargeisa,550.0,-0.409,official,Central Bank
2025-11-14,Hargeisa,551.34,0.183,official,Central Bank
2025-11-15,Hargeisa,553.22,0.51,official,Central Bank
2025-11-16,Hargeisa,553.86,0.17,official,Central Bank
2025-11-17,Hargeisa,550.0,-0.619,official,Central Bank
2025-11-18,Hargeisa,550.0,-0.274,official,Central Bank
2025-11-19,Hargeisa,550.0,-0.166,official,Central Bank
2025-11-20,Hargeisa,550.36,0.251,official,Central Bank
2025-11-21,Hargeisa,552.59,0.156,official,Central Bank
2025-11-22,Hargeisa,550.0,-0.742,official,Central Bank
2025-11-23,Hargeisa,551.19,0.065,official,Central Bank
2025-11-24,Hargeisa,550.0,-0.234,official,Central Bank
2025-11-25,Hargeisa,550.0,-0.707,official,Central Bank
2025-11-26,Hargeisa,550.0,-0.732,official,Central Bank
2025-11-27,Hargeisa,550.0,-0.395,official,Central Bank
2025-11-28,Hargeisa,551.45,0.15,official,Central Bank
2025-11-29,Hargeisa,553.28,0.238,official,Central Bank
2025-11-30,Hargeisa,553.18,0.114,official,Central Bank
2025-12-01,Hargeisa,557.77,0.674,official,Central Bank
2025-12-02,Hargeisa,556.76,-0.186,official,Central Bank
2025-12-03,Hargeisa,555.82,-0.042,official,Central Bank
2025-12-04,Hargeisa,553.77,-0.39,official,Central Bank
2025-12-05,Hargeisa,553.17,-0.178,official,Central Bank
2025-12-06,Hargeisa,550.23,-0.852,official,Central Bank
2025-12-07,Hargeisa,552.34,0.326,official,Central Bank
2025-12-08,Hargeisa,551.2,-0.238,official,Central Bank
2025-12-09,Hargeisa,550.0,-0.145,official,Central Bank
2025-12-10,Hargeisa,550.82,0.056,official,Central Bank
2025-12-11,Hargeisa,550.0,-0.223,official,Central Bank
2025-12-12,Hargeisa,550.5,0.309,official,Central Bank
2025-12-13,Hargeisa,551.01,0.12,official,Central Bank
2025-12-14,Hargeisa,554.02,0.394,official,Central Bank
2025-12-15,Hargeisa,557.85,0.482,official,Central Bank
2025-12-16,Hargeisa,558.36,-0.042,official,Central Bank
2025-12-17,Hargeisa,560.14,0.391,official,Central Bank
2025-12-18,Hargeisa,558.77,-0.236,official,Central Bank
2025-12-19,Hargeisa,560.28,0.281,official,Central Bank
2025-12-20,Hargeisa,559.11,0.097,official,Central Bank
2025-12-21,Hargeisa,559.19,-0.021,official,Central Bank
2025-12-22,Hargeisa,560.99,0.494,official,Central Bank
2025-12-23,Hargeisa,559.83,-0.35,official,Central Bank
2025-12-24,Hargeisa,559.81,0.128,official,Central Bank
2025-12-25,Hargeisa,562.06,0.361,official,Central Bank
2025-12-26,Hargeisa,556.55,-0.633,official,Central Bank
2025-12-27,Hargeisa,559.02,0.361,official,Central Bank
2025-12-28,Hargeisa,561.15,0.423,official,Central Bank
2025-12-29,Hargeisa,560.4,0.114,official,Central Bank
2025-12-30,Hargeisa,562.11,0.2,official,Central Bank
2025-12-31,Hargeisa,562.74,-0.072,official,Central Bank
2026-01-01,Hargeisa,561.09,-0.309,official,Central Bank
2026-01-02,Hargeisa,558.86,-0.451,official,Central Bank
2026-01-03,Hargeisa,561.43,0.414,official,Central Bank
2026-01-04,Hargeisa,561.12,0.037,official,Central Bank
2026-01-05,Hargeisa,557.65,-0.41,official,Central Bank
2026-01-06,Hargeisa,560.39,0.27,official,Central Bank
2026-01-07,Hargeisa,563.12,0.303,official,Central Bank
2026-01-08,Hargeisa,561.1,-0.306,official,Central Bank
2026-01-09,Hargeisa,563.18,0.306,official,Central Bank
2026-01-10,Hargeisa,561.32,-0.404,official,Central Bank
2026-01-11,Hargeisa,563.11,0.118,official,Central Bank
2026-01-12,Hargeisa,565.41,0.254,official,Central Bank
2026-01-13,Hargeisa,565.17,-0.16,official,Central Bank
2026-01-14,Hargeisa,565.52,0.074,official,Central Bank
2026-01-15,Hargeisa,563.4,-0.419,official,Central Bank
2026-01-16,Hargeisa,561.77,-0.187,official,Central Bank
2026-01-17,Hargeisa,562.12,0.153,official,Central Bank
2026-01-18,Hargeisa,560.26,-0.436,official,Central Bank
2026-01-19,Hargeisa,563.47,0.308,official,Central Bank
2026-01-20,Hargeisa,560.84,-0.178,official,Central Bank
2026-01-21,Hargeisa,557.75,-0.34,official,Central Bank
2026-01-22,Hargeisa,558.23,0.116,official,Central Bank
2026-01-23,Hargeisa,559.87,0.25,official,Central Bank
2026-01-24,Hargeisa,560.22,-0.014,official,Central Bank
2026-01-25,Hargeisa,558.8,-0.42,official,Central Bank
2026-01-26,Hargeisa,557.43,-0.202,official,Central Bank
2026-01-27,Hargeisa,556.29,-0.061,official,Central Bank
2026-01-28,Hargeisa,554.5,-0.408,official,Central Bank
2026-01-29,Hargeisa,554.49,-0.172,official,Central Bank
2026-01-30,Hargeisa,558.82,0.714,official,Central Bank
2026-01-31,Hargeisa,556.74,-0.493,official,Central Bank
2026-02-01,Hargeisa,558.6,0.353,official,Central Bank
2026-02-02,Hargeisa,558.85,0.183,official,Central Bank
2026-02-03,Hargeisa,557.39,-0.387,official,Central Bank
2026-02-04,Hargeisa,557.58,0.081,official,Central Bank
2026-02-05,Hargeisa,559.44,0.551,official,Central Bank
2026-02-06,Hargeisa,555.3,-0.648,official,Central Bank
2026-02-07,Hargeisa,555.48,0.051,official,Central Bank
2026-02-08,Hargeisa,555.25,-0.033,official,Central Bank
2026-02-09,Hargeisa,556.37,0.087,official,Central Bank
2026-02-10,Hargeisa,557.29,0.317,official,Central Bank
2026-02-11,Hargeisa,558.96,0.525,official,Central Bank
2026-02-12,Hargeisa,558.48,-0.189,official,Central Bank
2026-02-13,Hargeisa,560.34,0.588,official,Central Bank
2026-02-14,Hargeisa,561.45,0.286,official,Central Bank
2026-02-15,Hargeisa,559.35,-0.242,official,Central Bank
2026-02-16,Hargeisa,562.29,0.522,official,Central Bank
2026-02-17,Hargeisa,560.55,-0.177,official,Central Bank
2026-02-18,Hargeisa,561.68,0.292,official,Central Bank
2026-02-19,Hargeisa,560.61,-0.087,official,Central Bank
2026-02-20,Hargeisa,559.88,-0.415,official,Central Bank
2026-02-21,Hargeisa,559.08,-0.118,official,Central Bank
2026-02-22,Hargeisa,558.65,0.078,official,Central Bank
2026-02-23,Hargeisa,561.12,0.443,official,Central Bank
2026-02-24,Hargeisa,563.99,0.367,official,Central Bank
2026-02-25,Hargeisa,565.53,0.488,official,Central Bank
2026-02-26,Hargeisa,564.73,0.197,official,Central Bank
2026-02-27,Hargeisa,567.35,0.48,official,Central Bank
2026-02-28,Hargeisa,569.37,0.152,official,Central Bank
2026-03-01,Hargeisa,571.56,0.612,official,Central Bank
2026-03-02,Hargeisa,569.17,-0.379,official,Central Bank
2026-03-03,Hargeisa,567.14,-0.255,official,Central Bank
2026-03-04,Hargeisa,565.52,0.027,official,Central Bank
2026-03-05,Hargeisa,565.92,-0.091,official,Central Bank
2026-03-06,Hargeisa,565.79,0.023,official,Central Bank
2026-03-07,Hargeisa,565.34,-0.081,official,Central Bank
2026-03-08,Hargeisa,565.97,-0.157,official,Central Bank
2026-03-09,Hargeisa,566.84,0.241,official,Central Bank
2026-03-10,Hargeisa,564.88,-0.232,official,Central Bank
2026-03-11,Hargeisa,565.35,-0.105,official,Central Bank
2026-03-12,Hargeisa,566.88,0.14,official,Central Bank
2026-03-13,Hargeisa,563.96,-0.507,official,Central Bank
2026-03-14,Hargeisa,557.46,-0.715,official,Central Bank
2026-03-15,Hargeisa,560.63,0.631,official,Central Bank
2026-03-16,Hargeisa,557.84,-0.494,official,Central Bank
2026-03-17,Hargeisa,558.28,0.104,official,Central Bank
2026-03-18,Hargeisa,558.94,0.02,official,Central Bank
2026-03-19,Hargeisa,556.93,-0.381,official,Central Bank
2026-03-20,Hargeisa,556.74,0.092,official,Central Bank
2026-03-21,Hargeisa,555.98,-0.245,official,Central Bank
2026-03-22,Hargeisa,557.31,0.262,official,Central Bank
2026-03-23,Hargeisa,556.14,0.205,official,Central Bank
2026-03-24,Hargeisa,556.03,0.239,official,Central Bank
2026-03-25,Hargeisa,554.19,-0.449,official,Central Bank
2026-03-26,Hargeisa,556.57,0.253,official,Central Bank
2026-03-27,Hargeisa,553.55,-0.419,official,Central Bank
2026-03-28,Hargeisa,555.9,0.535,official,Central Bank
2026-03-29,Hargeisa,553.92,-0.24,official,Central Bank
2026-03-30,Hargeisa,550.64,-0.518,official,Central Bank
2026-03-31,Hargeisa,550.0,-1.365,official,Central Bank
2026-04-01,Hargeisa,552.39,0.349,official,Central Bank
2026-04-02,Hargeisa,552.84,0.16,official,Central Bank
2026-04-03,Hargeisa,552.7,0.049,official,Central Bank
2026-04-04,Hargeisa,554.74,0.469,official,Central Bank
2026-04-05,Hargeisa,555.81,0.212,official,Central Bank
2026-04-06,Hargeisa,557.02,-0.03,official,Central Bank
2026-04-07,Hargeisa,556.35,-0.215,official,Central Bank
2026-04-08,Hargeisa,556.13,-0.163,official,Central Bank
2026-04-09,Hargeisa,561.97,0.861,official,Central Bank
2026-04-10,Hargeisa,561.83,0.017,official,Central Bank
2026-04-11,Hargeisa,564.32,0.362,official,Central Bank
2026-04-12,Hargeisa,562.14,-0.715,official,Central Bank
2026-04-13,Hargeisa,562.16,0.078,official,Central Bank
2026-04-14,Hargeisa,563.4,-0.028,official,Central Bank
2026-04-15,Hargeisa,561.75,-0.368,official,Central Bank
2026-04-16,Hargeisa,559.92,-0.382,official,Central Bank
2026-04-17,Hargeisa,558.4,-0.279,official,Central Bank
2026-04-18,Hargeisa,559.41,0.279,official,Central Bank
2026-04-19,Hargeisa,559.8,0.004,official,Central Bank
2026-04-20,Hargeisa,559.05,-0.194,official,Central Bank
2026-04-21,Hargeisa,557.43,-0.307,official,Central Bank
2026-04-22,Hargeisa,558.3,0.213,official,Central Bank
2026-04-23,Hargeisa,557.51,-0.188,official,Central Bank
2026-04-24,Hargeisa,559.39,0.429,official,Central Bank
2026-04-25,Hargeisa,557.46,-0.45,official,Central Bank
2026-04-26,Hargeisa,558.91,0.097,official,Central Bank
2026-04-27,Hargeisa,556.34,-0.42,official,Central Bank
2026-04-28,Hargeisa,555.79,-0.142,official,Central Bank
2026-04-29,Hargeisa,557.13,0.236,official,Central Bank
2026-04-30,Hargeisa,559.02,0.391,official,Central Bank
2026-05-01,Hargeisa,554.06,-0.39,official,Central Bank
2026-05-02,Hargeisa,554.43,-0.119,official,Central Bank
2026-05-03,Hargeisa,559.7,0.998,official,Central Bank
2026-05-04,Hargeisa,560.87,-0.02,official,Central Bank
2026-05-05,Hargeisa,560.01,-0.091,official,Central Bank
2026-05-06,Hargeisa,557.81,-0.313,official,Central Bank
2026-05-07,Hargeisa,557.09,0.178,official,Central Bank
2026-05-08,Hargeisa,553.81,-0.267,official,Central Bank
2026-05-09,Hargeisa,550.42,-0.501,official,Central Bank
2026-05-10,Hargeisa,553.39,0.579,official,Central Bank
2026-05-11,Hargeisa,555.89,0.52,official,Central Bank
2026-05-12,Hargeisa,553.41,-0.496,official,Central Bank
2026-05-13,Hargeisa,553.83,0.115,official,Central Bank
2026-05-14,Hargeisa,552.99,-0.335,official,Central Bank
2026-05-15,Hargeisa,552.54,-0.054,official,Central Bank
2026-05-16,Hargeisa,553.74,0.25,official,Central Bank
2026-05-17,Hargeisa,554.69,0.338,official,Central Bank
2026-05-18,Hargeisa,554.09,-0.133,official,Central Bank
2024-01-01,Bosaso,581.71,0.203,black,Black Market
2024-01-02,Bosaso,579.69,-0.279,black,Black Market
2024-01-03,Bosaso,581.83,0.467,black,Black Market
2024-01-04,Bosaso,580.67,-0.068,black,Black Market
2024-01-05,Bosaso,583.46,0.401,black,Black Market
2024-01-06,Bosaso,581.59,-0.279,black,Black Market
2024-01-07,Bosaso,580.88,-0.193,black,Black Market
2024-01-08,Bosaso,585.36,0.805,black,Black Market
2024-01-09,Bosaso,589.74,0.402,black,Black Market
2024-01-10,Bosaso,588.74,-0.229,black,Black Market
2024-01-11,Bosaso,587.08,-0.162,black,Black Market
2024-01-12,Bosaso,583.74,-0.466,black,Black Market
2024-01-13,Bosaso,584.09,0.065,black,Black Market
2024-01-14,Bosaso,583.15,-0.183,black,Black Market
2024-01-15,Bosaso,590.48,1.053,black,Black Market
2024-01-16,Bosaso,589.15,-0.154,black,Black Market
2024-01-17,Bosaso,586.84,-0.455,black,Black Market
2024-01-18,Bosaso,588.54,0.199,black,Black Market
2024-01-19,Bosaso,591.71,0.337,black,Black Market
2024-01-20,Bosaso,592.4,0.058,black,Black Market
2024-01-21,Bosaso,593.26,0.214,black,Black Market
2024-01-22,Bosaso,593.3,0.068,black,Black Market
2024-01-23,Bosaso,594.3,0.077,black,Black Market
2024-01-24,Bosaso,590.83,-0.342,black,Black Market
2024-01-25,Bosaso,588.69,-0.36,black,Black Market
2024-01-26,Bosaso,590.55,0.411,black,Black Market
2024-01-27,Bosaso,588.89,-0.133,black,Black Market
2024-01-28,Bosaso,589.27,0.13,black,Black Market
2024-01-29,Bosaso,587.29,-0.169,black,Black Market
2024-01-30,Bosaso,585.76,-0.305,black,Black Market
2024-01-31,Bosaso,585.87,-0.176,black,Black Market
2024-02-01,Bosaso,586.83,0.039,black,Black Market
2024-02-02,Bosaso,588.64,0.362,black,Black Market
2024-02-03,Bosaso,590.74,0.303,black,Black Market
2024-02-04,Bosaso,594.33,0.563,black,Black Market
2024-02-05,Bosaso,592.38,-0.383,black,Black Market
2024-02-06,Bosaso,591.69,-0.151,black,Black Market
2024-02-07,Bosaso,589.82,-0.17,black,Black Market
2024-02-08,Bosaso,590.14,0.373,black,Black Market
2024-02-09,Bosaso,592.48,0.329,black,Black Market
2024-02-10,Bosaso,593.55,0.001,black,Black Market
2024-02-11,Bosaso,592.47,-0.098,black,Black Market
2024-02-12,Bosaso,593.47,0.198,black,Black Market
2024-02-13,Bosaso,598.92,0.742,black,Black Market
2024-02-14,Bosaso,596.29,-0.247,black,Black Market
2024-02-15,Bosaso,596.88,0.164,black,Black Market
2024-02-16,Bosaso,599.3,0.264,black,Black Market
2024-02-17,Bosaso,601.6,0.353,black,Black Market
2024-02-18,Bosaso,601.93,-0.017,black,Black Market
2024-02-19,Bosaso,602.87,0.174,black,Black Market
2024-02-20,Bosaso,601.36,-0.217,black,Black Market
2024-02-21,Bosaso,602.85,0.344,black,Black Market
2024-02-22,Bosaso,605.84,0.507,black,Black Market
2024-02-23,Bosaso,600.88,-0.685,black,Black Market
2024-02-24,Bosaso,603.74,0.459,black,Black Market
2024-02-25,Bosaso,608.09,0.677,black,Black Market
2024-02-26,Bosaso,608.54,0.095,black,Black Market
2024-02-27,Bosaso,613.1,0.61,black,Black Market
2024-02-28,Bosaso,615.54,0.063,black,Black Market
2024-02-29,Bosaso,614.02,-0.217,black,Black Market
2024-03-01,Bosaso,614.28,-0.037,black,Black Market
2024-03-02,Bosaso,616.45,0.102,black,Black Market
2024-03-03,Bosaso,617.34,0.263,black,Black Market
2024-03-04,Bosaso,615.83,-0.056,black,Black Market
2024-03-05,Bosaso,616.21,0.239,black,Black Market
2024-03-06,Bosaso,616.65,-0.101,black,Black Market
2024-03-07,Bosaso,626.88,1.554,black,Black Market
2024-03-08,Bosaso,625.79,-0.177,black,Black Market
2024-03-09,Bosaso,623.35,-0.671,black,Black Market
2024-03-10,Bosaso,622.57,-0.152,black,Black Market
2024-03-11,Bosaso,620.83,-0.06,black,Black Market
2024-03-12,Bosaso,618.08,-0.587,black,Black Market
2024-03-13,Bosaso,620.68,0.417,black,Black Market
2024-03-14,Bosaso,621.54,0.164,black,Black Market
2024-03-15,Bosaso,623.47,0.235,black,Black Market
2024-03-16,Bosaso,624.72,0.075,black,Black Market
2024-03-17,Bosaso,628.51,0.7,black,Black Market
2024-03-18,Bosaso,627.59,-0.277,black,Black Market
2024-03-19,Bosaso,626.56,-0.054,black,Black Market
2024-03-20,Bosaso,624.99,-0.004,black,Black Market
2024-03-21,Bosaso,627.08,0.359,black,Black Market
2024-03-22,Bosaso,626.89,-0.07,black,Black Market
2024-03-23,Bosaso,623.5,-0.388,black,Black Market
2024-03-24,Bosaso,625.05,0.302,black,Black Market
2024-03-25,Bosaso,623.24,-0.107,black,Black Market
2024-03-26,Bosaso,623.73,0.046,black,Black Market
2024-03-27,Bosaso,623.94,-0.006,black,Black Market
2024-03-28,Bosaso,621.68,-0.14,black,Black Market
2024-03-29,Bosaso,621.57,0.197,black,Black Market
2024-03-30,Bosaso,624.74,0.497,black,Black Market
2024-03-31,Bosaso,622.87,-0.318,black,Black Market
2024-04-01,Bosaso,619.6,-0.556,black,Black Market
2024-04-02,Bosaso,623.52,0.308,black,Black Market
2024-04-03,Bosaso,622.04,-0.236,black,Black Market
2024-04-04,Bosaso,617.8,-0.586,black,Black Market
2024-04-05,Bosaso,617.67,0.147,black,Black Market
2024-04-06,Bosaso,617.15,-0.037,black,Black Market
2024-04-07,Bosaso,617.9,0.102,black,Black Market
2024-04-08,Bosaso,616.43,-0.248,black,Black Market
2024-04-09,Bosaso,618.87,0.229,black,Black Market
2024-04-10,Bosaso,619.44,0.081,black,Black Market
2024-04-11,Bosaso,620.21,0.011,black,Black Market
2024-04-12,Bosaso,618.14,-0.346,black,Black Market
2024-04-13,Bosaso,622.54,0.758,black,Black Market
2024-04-14,Bosaso,621.26,-0.012,black,Black Market
2024-04-15,Bosaso,617.17,-0.398,black,Black Market
2024-04-16,Bosaso,614.71,-0.512,black,Black Market
2024-04-17,Bosaso,613.27,-0.106,black,Black Market
2024-04-18,Bosaso,614.06,0.225,black,Black Market
2024-04-19,Bosaso,613.06,-0.049,black,Black Market
2024-04-20,Bosaso,613.45,0.049,black,Black Market
2024-04-21,Bosaso,612.9,-0.109,black,Black Market
2024-04-22,Bosaso,614.08,0.128,black,Black Market
2024-04-23,Bosaso,614.87,0.19,black,Black Market
2024-04-24,Bosaso,612.92,-0.225,black,Black Market
2024-04-25,Bosaso,612.99,-0.138,black,Black Market
2024-04-26,Bosaso,614.92,0.297,black,Black Market
2024-04-27,Bosaso,615.51,0.26,black,Black Market
2024-04-28,Bosaso,619.34,0.741,black,Black Market
2024-04-29,Bosaso,617.76,-0.012,black,Black Market
2024-04-30,Bosaso,620.55,0.045,black,Black Market
2024-05-01,Bosaso,616.12,-0.622,black,Black Market
2024-05-02,Bosaso,615.96,-0.029,black,Black Market
2024-05-03,Bosaso,615.41,-0.285,black,Black Market
2024-05-04,Bosaso,612.92,-0.249,black,Black Market
2024-05-05,Bosaso,610.85,-0.374,black,Black Market
2024-05-06,Bosaso,613.5,0.18,black,Black Market
2024-05-07,Bosaso,621.12,1.524,black,Black Market
2024-05-08,Bosaso,621.18,0.071,black,Black Market
2024-05-09,Bosaso,618.41,-0.254,black,Black Market
2024-05-10,Bosaso,617.86,-0.119,black,Black Market
2024-05-11,Bosaso,614.16,-0.26,black,Black Market
2024-05-12,Bosaso,614.77,0.182,black,Black Market
2024-05-13,Bosaso,611.68,-0.29,black,Black Market
2024-05-14,Bosaso,610.8,-0.276,black,Black Market
2024-05-15,Bosaso,611.2,0.087,black,Black Market
2024-05-16,Bosaso,616.68,0.779,black,Black Market
2024-05-17,Bosaso,618.09,0.035,black,Black Market
2024-05-18,Bosaso,617.38,0.035,black,Black Market
2024-05-19,Bosaso,618.57,0.247,black,Black Market
2024-05-20,Bosaso,618.72,0.095,black,Black Market
2024-05-21,Bosaso,616.79,0.01,black,Black Market
2024-05-22,Bosaso,615.55,-0.072,black,Black Market
2024-05-23,Bosaso,618.34,0.43,black,Black Market
2024-05-24,Bosaso,620.37,0.194,black,Black Market
2024-05-25,Bosaso,620.34,-0.236,black,Black Market
2024-05-26,Bosaso,622.74,0.1,black,Black Market
2024-05-27,Bosaso,623.87,0.218,black,Black Market
2024-05-28,Bosaso,622.95,-0.032,black,Black Market
2024-05-29,Bosaso,624.16,-0.008,black,Black Market
2024-05-30,Bosaso,621.62,-0.192,black,Black Market
2024-05-31,Bosaso,622.82,0.1,black,Black Market
2024-06-01,Bosaso,620.43,-0.31,black,Black Market
2024-06-02,Bosaso,616.95,-0.492,black,Black Market
2024-06-03,Bosaso,615.49,-0.133,black,Black Market
2024-06-04,Bosaso,610.91,-0.642,black,Black Market
2024-06-05,Bosaso,611.82,0.09,black,Black Market
2024-06-06,Bosaso,610.9,-0.215,black,Black Market
2024-06-07,Bosaso,612.62,0.358,black,Black Market
2024-06-08,Bosaso,614.18,0.118,black,Black Market
2024-06-09,Bosaso,619.0,0.419,black,Black Market
2024-06-10,Bosaso,619.71,0.167,black,Black Market
2024-06-11,Bosaso,615.68,-0.475,black,Black Market
2024-06-12,Bosaso,616.12,0.221,black,Black Market
2024-06-13,Bosaso,619.72,0.526,black,Black Market
2024-06-14,Bosaso,621.51,0.363,black,Black Market
2024-06-15,Bosaso,625.06,0.507,black,Black Market
2024-06-16,Bosaso,622.69,-0.123,black,Black Market
2024-06-17,Bosaso,623.5,0.026,black,Black Market
2024-06-18,Bosaso,624.2,0.246,black,Black Market
2024-06-19,Bosaso,624.62,-0.082,black,Black Market
2024-06-20,Bosaso,621.32,-0.48,black,Black Market
2024-06-21,Bosaso,621.84,-0.087,black,Black Market
2024-06-22,Bosaso,620.76,-0.083,black,Black Market
2024-06-23,Bosaso,617.56,-0.486,black,Black Market
2024-06-24,Bosaso,615.21,-0.318,black,Black Market
2024-06-25,Bosaso,617.56,0.353,black,Black Market
2024-06-26,Bosaso,613.75,-0.521,black,Black Market
2024-06-27,Bosaso,610.3,-0.526,black,Black Market
2024-06-28,Bosaso,612.6,0.402,black,Black Market
2024-06-29,Bosaso,610.63,-0.251,black,Black Market
2024-06-30,Bosaso,611.88,0.3,black,Black Market
2024-07-01,Bosaso,611.85,-0.113,black,Black Market
2024-07-02,Bosaso,613.32,0.111,black,Black Market
2024-07-03,Bosaso,609.43,-0.555,black,Black Market
2024-07-04,Bosaso,609.94,0.086,black,Black Market
2024-07-05,Bosaso,607.5,-0.09,black,Black Market
2024-07-06,Bosaso,608.99,0.375,black,Black Market
2024-07-07,Bosaso,610.33,0.056,black,Black Market
2024-07-08,Bosaso,607.3,-0.272,black,Black Market
2024-07-09,Bosaso,603.45,-0.595,black,Black Market
2024-07-10,Bosaso,601.94,-0.208,black,Black Market
2024-07-11,Bosaso,600.28,-0.063,black,Black Market
2024-07-12,Bosaso,602.26,0.215,black,Black Market
2024-07-13,Bosaso,598.81,-0.412,black,Black Market
2024-07-14,Bosaso,599.83,-0.036,black,Black Market
2024-07-15,Bosaso,601.33,0.145,black,Black Market
2024-07-16,Bosaso,602.24,0.149,black,Black Market
2024-07-17,Bosaso,602.99,0.203,black,Black Market
2024-07-18,Bosaso,603.39,0.22,black,Black Market
2024-07-19,Bosaso,605.09,0.28,black,Black Market
2024-07-20,Bosaso,603.41,-0.132,black,Black Market
2024-07-21,Bosaso,598.88,-0.442,black,Black Market
2024-07-22,Bosaso,599.79,0.366,black,Black Market
2024-07-23,Bosaso,600.91,0.081,black,Black Market
2024-07-24,Bosaso,600.33,0.022,black,Black Market
2024-07-25,Bosaso,597.62,-0.395,black,Black Market
2024-07-26,Bosaso,598.14,0.002,black,Black Market
2024-07-27,Bosaso,596.07,-0.51,black,Black Market
2024-07-28,Bosaso,593.16,-0.447,black,Black Market
2024-07-29,Bosaso,592.39,-0.257,black,Black Market
2024-07-30,Bosaso,590.22,-0.214,black,Black Market
2024-07-31,Bosaso,588.07,-0.193,black,Black Market
2024-08-01,Bosaso,582.6,-1.042,black,Black Market
2024-08-02,Bosaso,582.81,-0.06,black,Black Market
2024-08-03,Bosaso,579.53,-0.499,black,Black Market
2024-08-04,Bosaso,579.45,0.038,black,Black Market
2024-08-05,Bosaso,580.6,0.145,black,Black Market
2024-08-06,Bosaso,581.23,0.119,black,Black Market
2024-08-07,Bosaso,579.02,-0.24,black,Black Market
2024-08-08,Bosaso,580.34,0.262,black,Black Market
2024-08-09,Bosaso,581.58,0.235,black,Black Market
2024-08-10,Bosaso,581.02,0.111,black,Black Market
2024-08-11,Bosaso,580.4,-0.034,black,Black Market
2024-08-12,Bosaso,583.56,0.337,black,Black Market
2024-08-13,Bosaso,582.51,-0.052,black,Black Market
2024-08-14,Bosaso,583.0,-0.012,black,Black Market
2024-08-15,Bosaso,584.35,-0.003,black,Black Market
2024-08-16,Bosaso,585.15,0.101,black,Black Market
2024-08-17,Bosaso,584.82,0.03,black,Black Market
2024-08-18,Bosaso,583.64,-0.127,black,Black Market
2024-08-19,Bosaso,566.82,-2.697,black,Black Market
2024-08-20,Bosaso,566.8,-0.169,black,Black Market
2024-08-21,Bosaso,570.06,0.418,black,Black Market
2024-08-22,Bosaso,565.93,-0.835,black,Black Market
2024-08-23,Bosaso,564.02,-0.484,black,Black Market
2024-08-24,Bosaso,564.07,-0.145,black,Black Market
