date,city,rent_index,food_index,transport_index,utilities_index,internet_index,total_cost_index
2025-01-27,Bosaso,84.03,120.71,107.22,99.91,115.84,105.54
2025-01-28,Bosaso,83.51,120.81,106.84,100.57,115.69,105.48
2025-01-29,Bosaso,83.05,120.72,106.82,100.39,116.67,105.53
2025-01-30,Bosaso,83.12,120.79,106.49,100.17,116.79,105.47
2025-01-31,Bosaso,83.23,122.2,106.89,100.47,117.1,105.98
2025-02-01,Bosaso,82.94,122.88,106.6,100.34,116.35,105.82
2025-02-02,Bosaso,82.95,123.57,106.97,100.33,115.6,105.88
2025-02-03,Bosaso,82.74,123.53,106.93,100.7,115.55,105.89
2025-02-04,Bosaso,82.04,123.64,106.31,100.68,114.99,105.53
2025-02-05,Bosaso,81.65,123.22,106.0,100.29,114.74,105.18
2025-02-06,Bosaso,81.72,123.87,105.27,100.57,114.23,105.13
2025-02-07,Bosaso,81.98,124.25,105.08,100.8,114.04,105.23
2025-02-08,Bosaso,82.1,123.53,106.5,100.77,114.58,105.5
2025-02-09,Bosaso,82.47,123.58,106.45,100.43,115.79,105.74
2025-02-10,Bosaso,83.6,123.31,107.05,99.38,115.67,105.8
2025-02-11,Bosaso,83.67,124.41,108.2,99.42,115.71,106.28
2025-02-12,Bosaso,83.5,124.03,107.77,99.91,116.51,106.35
2025-02-13,Bosaso,83.08,124.03,106.59,100.27,116.96,106.18
2025-02-14,Bosaso,82.6,123.94,105.77,100.46,117.45,106.04
2025-02-15,Bosaso,82.5,124.25,106.36,100.28,117.31,106.14
2025-02-16,Bosaso,82.74,123.56,106.99,101.09,117.09,106.29
2025-02-17,Bosaso,82.99,124.37,107.5,101.55,116.62,106.6
2025-02-18,Bosaso,83.3,124.6,107.76,102.05,117.54,107.05
2025-02-19,Bosaso,82.64,124.37,106.93,102.08,117.86,106.78
2025-02-20,Bosaso,82.71,124.35,107.16,101.9,116.57,106.54
2025-02-21,Bosaso,82.61,125.45,106.64,103.12,116.95,106.95
2025-02-22,Bosaso,82.44,125.51,105.57,103.44,116.69,106.73
2025-02-23,Bosaso,82.1,126.26,106.2,103.35,117.52,107.08
2025-02-24,Bosaso,81.91,125.87,105.67,103.27,118.98,107.14
2025-02-25,Bosaso,82.02,124.91,105.23,103.16,119.42,106.95
2025-02-26,Bosaso,82.6,125.01,104.96,103.42,118.37,106.87
2025-02-27,Bosaso,82.93,125.89,104.68,102.72,117.86,106.82
2025-02-28,Bosaso,82.8,125.01,103.67,103.49,118.47,106.69
2025-03-01,Bosaso,82.74,124.74,103.84,104.36,118.13,106.76
2025-03-02,Bosaso,82.12,126.02,103.71,103.93,117.16,106.59
2025-03-03,Bosaso,82.47,125.23,104.43,103.5,117.51,106.63
2025-03-04,Bosaso,82.71,124.52,104.75,103.61,117.29,106.58
2025-03-05,Bosaso,82.22,123.92,104.16,104.39,117.16,106.37
2025-03-06,Bosaso,82.22,124.6,104.82,103.96,116.44,106.41
2025-03-07,Bosaso,81.98,123.23,104.91,103.21,116.51,105.97
2025-03-08,Bosaso,82.61,122.64,104.68,103.09,116.5,105.9
2025-03-09,Bosaso,82.86,123.16,104.29,103.26,115.73,105.86
2025-03-10,Bosaso,83.99,123.43,104.59,103.95,115.57,106.31
2025-03-11,Bosaso,83.46,124.24,105.2,104.27,115.38,106.51
2025-03-12,Bosaso,83.48,123.83,104.61,103.76,115.05,106.15
2025-03-13,Bosaso,83.73,123.47,103.77,103.65,115.51,106.03
2025-03-14,Bosaso,83.04,124.18,102.77,104.11,115.11,105.84
2025-03-15,Bosaso,82.7,122.77,102.28,103.1,115.8,105.33
2025-03-16,Bosaso,82.58,123.07,102.73,102.41,115.46,105.25
2025-03-17,Bosaso,82.49,123.72,102.79,102.5,115.4,105.38
2025-03-18,Bosaso,82.68,123.82,103.32,102.95,114.51,105.46
2025-03-19,Bosaso,83.18,124.13,103.64,102.22,115.5,105.73
2025-03-20,Bosaso,83.48,123.49,102.51,101.73,114.75,105.19
2025-03-21,Bosaso,83.11,123.37,101.58,102.15,115.59,105.16
2025-03-22,Bosaso,82.88,123.18,101.62,101.74,115.57,105.0
2025-03-23,Bosaso,82.95,122.39,102.54,101.16,114.64,104.74
2025-03-24,Bosaso,82.44,122.03,102.58,101.61,115.1,104.75
2025-03-25,Bosaso,82.58,122.43,102.0,100.85,115.07,104.59
2025-03-26,Bosaso,82.95,123.39,101.36,100.52,115.48,104.74
2025-03-27,Bosaso,83.33,123.06,101.63,100.59,114.58,104.64
2025-03-28,Bosaso,84.18,123.45,101.51,100.95,113.8,104.78
2025-03-29,Bosaso,84.54,122.88,100.99,101.58,115.0,105.0
2025-03-30,Bosaso,84.35,122.63,101.71,101.83,114.93,105.09
2025-03-31,Bosaso,83.61,122.34,101.91,102.26,115.17,105.06
2025-04-01,Bosaso,84.02,121.17,101.61,102.07,114.39,104.65
2025-04-02,Bosaso,83.22,120.66,101.68,101.58,114.91,104.41
2025-04-03,Bosaso,83.61,120.43,100.79,100.78,115.48,104.22
2025-04-04,Bosaso,83.83,120.23,100.99,100.47,115.94,104.29
2025-04-05,Bosaso,83.95,119.99,101.22,100.15,116.29,104.32
2025-04-06,Bosaso,84.35,119.57,102.25,100.24,115.84,104.45
2025-04-07,Bosaso,83.76,119.06,102.06,100.26,115.21,104.07
2025-04-08,Bosaso,83.69,119.16,101.39,99.59,116.1,103.99
2025-04-09,Bosaso,83.42,118.96,101.93,99.47,115.58,103.87
2025-04-10,Bosaso,84.02,118.28,101.91,99.33,115.77,103.86
2025-04-11,Bosaso,83.75,118.91,101.71,99.22,115.12,103.74
2025-04-12,Bosaso,84.43,119.93,101.54,99.84,115.36,104.22
2025-04-13,Bosaso,84.3,120.55,100.98,100.59,115.06,104.3
2025-04-14,Bosaso,84.82,120.13,100.87,101.5,114.44,104.35
2025-04-15,Bosaso,85.21,120.35,101.34,101.3,114.65,104.57
2025-04-16,Bosaso,84.34,121.64,100.79,101.26,114.47,104.5
2025-04-17,Bosaso,84.44,121.9,100.9,100.95,114.56,104.55
2025-04-18,Bosaso,83.87,122.06,100.75,100.2,115.46,104.47
2025-04-19,Bosaso,83.45,122.58,100.33,99.51,115.27,104.23
2025-04-20,Bosaso,83.67,122.24,99.93,99.02,115.87,104.15
2025-04-21,Bosaso,84.42,122.69,100.04,98.68,116.74,104.51
2025-04-22,Bosaso,84.28,122.83,99.44,98.5,116.78,104.37
2025-04-23,Bosaso,84.05,123.76,98.9,99.02,116.81,104.51
2025-04-24,Bosaso,84.09,123.44,98.04,100.28,116.62,104.5
2025-04-25,Bosaso,83.6,123.96,97.03,100.28,116.94,104.36
2025-04-26,Bosaso,83.47,123.68,97.08,101.13,117.17,104.51
2025-04-27,Bosaso,82.92,122.92,97.2,101.32,117.4,104.35
2025-04-28,Bosaso,82.75,123.64,97.42,101.33,116.96,104.42
2025-04-29,Bosaso,81.87,123.38,96.31,100.87,116.42,103.77
2025-04-30,Bosaso,81.41,123.41,95.84,100.42,116.6,103.54
2025-05-01,Bosaso,81.68,124.44,96.06,100.63,117.9,104.14
2025-05-02,Bosaso,81.22,124.87,96.34,99.95,117.6,104.0
2025-05-03,Bosaso,81.13,124.6,95.91,99.96,117.45,103.81
2025-05-04,Bosaso,81.05,124.7,96.29,100.68,118.18,104.18
2025-05-05,Bosaso,81.3,125.41,97.11,99.96,118.33,104.42
2025-05-06,Bosaso,81.19,126.63,97.45,99.69,118.2,104.63
2025-05-07,Bosaso,80.64,127.11,97.44,99.86,118.33,104.68
2025-05-08,Bosaso,80.9,126.97,97.74,99.81,118.1,104.7
2025-05-09,Bosaso,81.21,127.15,98.34,99.81,118.5,105.0
2025-05-10,Bosaso,81.23,127.52,97.87,99.56,118.93,105.02
2025-05-11,Bosaso,81.19,126.92,97.96,99.65,118.2,104.78
2025-05-12,Bosaso,80.93,126.67,97.49,100.11,117.25,104.49
2025-05-13,Bosaso,80.75,126.97,97.34,100.68,117.36,104.62
2025-05-14,Bosaso,80.61,127.25,96.44,100.23,116.82,104.27
2025-05-15,Bosaso,79.94,128.48,96.45,100.33,116.23,104.29
2025-05-16,Bosaso,79.63,128.47,96.4,100.97,116.02,104.3
2025-05-17,Bosaso,79.24,127.37,95.94,101.02,115.97,103.91
2025-05-18,Bosaso,80.06,126.51,95.78,100.34,116.22,103.78
2025-05-19,Bosaso,80.82,126.51,95.59,99.39,115.64,103.59
2025-05-20,Bosaso,80.82,126.61,96.01,99.55,115.81,103.76
2025-05-21,Bosaso,81.1,127.12,96.32,100.13,114.83,103.9
2025-05-22,Bosaso,81.24,127.12,95.97,99.9,116.36,104.12
2025-05-23,Bosaso,81.76,127.34,96.0,100.09,116.48,104.34
2025-05-24,Bosaso,81.31,128.02,96.44,99.43,116.27,104.29
2025-05-25,Bosaso,81.25,128.12,96.91,99.22,116.98,104.5
2025-05-26,Bosaso,81.32,128.69,97.01,99.62,116.69,104.67
2025-05-27,Bosaso,80.39,127.74,96.48,98.72,117.08,104.08
2025-05-28,Bosaso,80.34,127.5,96.48,98.26,116.63,103.84
2025-05-29,Bosaso,80.37,128.83,96.5,98.01,116.07,103.96
2025-05-30,Bosaso,81.1,129.05,96.75,97.81,116.17,104.17
2025-05-31,Bosaso,81.35,128.35,97.16,98.38,116.79,104.41
2025-06-01,Bosaso,81.27,128.15,97.2,97.94,117.24,104.36
2025-06-02,Bosaso,81.65,128.55,97.72,98.3,116.61,104.57
2025-06-03,Bosaso,81.71,129.14,97.65,98.07,116.78,104.67
2025-06-04,Bosaso,82.13,129.27,97.07,98.13,117.58,104.84
2025-06-05,Bosaso,82.21,128.08,97.15,97.51,118.27,104.64
2025-06-06,Bosaso,82.19,129.01,96.2,97.41,117.57,104.47
2025-06-07,Bosaso,82.35,129.65,95.93,97.47,117.46,104.57
2025-06-08,Bosaso,82.52,129.79,95.65,97.14,116.95,104.41
2025-06-09,Bosaso,82.58,129.82,95.67,97.09,116.87,104.4
2025-06-10,Bosaso,82.92,129.59,95.67,96.95,117.38,104.5
2025-06-11,Bosaso,83.59,129.02,95.51,97.06,116.93,104.42
2025-06-12,Bosaso,83.76,128.46,95.58,97.28,116.53,104.32
2025-06-13,Bosaso,84.0,128.73,95.98,97.76,115.67,104.43
2025-06-14,Bosaso,83.78,128.6,96.18,98.57,116.05,104.64
2025-06-15,Bosaso,84.17,128.69,96.09,98.71,115.97,104.73
2025-06-16,Bosaso,84.1,128.31,96.25,99.51,115.5,104.73
2025-06-17,Bosaso,83.96,127.4,96.06,100.19,115.31,104.58
2025-06-18,Bosaso,83.26,128.57,95.01,99.93,114.81,104.32
2025-06-19,Bosaso,83.33,129.34,95.79,99.75,115.45,104.73
2025-06-20,Bosaso,82.96,130.16,95.65,99.35,115.11,104.65
2025-06-21,Bosaso,83.03,131.4,94.94,100.08,115.44,104.98
2025-06-22,Bosaso,83.42,131.22,95.25,99.43,114.95,104.85
2025-06-23,Bosaso,83.23,131.78,95.21,99.1,113.87,104.64
2025-06-24,Bosaso,83.42,132.78,95.05,99.59,113.76,104.92
2025-06-25,Bosaso,83.31,132.84,95.5,99.38,114.4,105.09
2025-06-26,Bosaso,83.22,132.9,95.49,98.96,114.91,105.1
2025-06-27,Bosaso,83.13,132.09,95.14,99.13,115.64,105.03
2025-06-28,Bosaso,82.46,132.9,95.17,99.32,115.19,105.01
2025-06-29,Bosaso,82.73,133.26,95.65,99.46,115.0,105.22
2025-06-30,Bosaso,83.08,134.21,95.68,99.36,115.94,105.65
2025-07-01,Bosaso,83.32,134.1,95.95,99.31,114.41,105.42
2025-07-02,Bosaso,83.23,133.36,94.58,100.31,114.74,105.25
2025-07-03,Bosaso,83.98,132.59,95.09,100.38,115.46,105.5
2025-07-04,Bosaso,84.57,132.22,94.1,99.99,116.2,105.41
2025-07-05,Bosaso,84.35,131.67,93.91,99.4,116.6,105.19
2025-07-06,Bosaso,84.77,132.31,94.35,100.5,117.15,105.81
2025-07-07,Bosaso,85.07,132.49,94.65,100.08,116.61,105.78
2025-07-08,Bosaso,85.21,131.99,94.64,99.97,117.54,105.87
2025-07-09,Bosaso,85.39,133.17,94.72,99.78,117.34,106.08
2025-07-10,Bosaso,86.36,132.05,94.61,100.28,116.73,106.0
2025-07-11,Bosaso,86.58,132.13,94.43,99.87,116.66,105.93
2025-07-12,Bosaso,86.54,131.31,94.39,100.96,116.44,105.93
2025-07-13,Bosaso,86.39,131.07,94.4,100.06,116.21,105.62
2025-07-14,Bosaso,86.29,131.03,94.17,100.32,115.7,105.5
2025-07-15,Bosaso,86.42,131.56,94.97,100.07,115.83,105.77
2025-07-16,Bosaso,86.35,130.52,95.71,98.76,116.29,105.52
2025-07-17,Bosaso,86.02,130.7,96.06,99.62,117.21,105.92
2025-07-18,Bosaso,86.43,130.57,96.11,98.59,117.88,105.92
2025-07-19,Bosaso,87.16,129.5,96.11,97.92,117.77,105.69
2025-07-20,Bosaso,86.99,129.78,95.65,97.62,117.64,105.53
2025-07-21,Bosaso,87.07,130.51,96.26,97.98,119.02,106.17
2025-07-22,Bosaso,87.78,130.87,96.45,98.62,119.17,106.58
2025-07-23,Bosaso,88.18,130.7,97.07,98.66,118.39,106.6
2025-07-24,Bosaso,88.74,130.83,96.66,99.77,118.42,106.89
2025-07-25,Bosaso,89.33,131.82,97.08,99.49,118.11,107.16
2025-07-26,Bosaso,89.04,132.64,97.57,99.37,118.81,107.48
2025-07-27,Bosaso,88.63,131.84,97.38,100.0,118.61,107.29
2025-07-28,Bosaso,88.76,131.08,97.02,99.56,117.95,106.87
2025-07-29,Bosaso,88.59,131.15,96.64,98.86,117.51,106.55
2025-07-30,Bosaso,88.99,131.17,97.02,98.68,116.64,106.5
2025-07-31,Bosaso,90.0,131.21,97.11,99.07,116.38,106.75
2025-08-01,Bosaso,90.22,131.12,97.04,99.43,116.78,106.92
2025-08-02,Bosaso,89.55,131.7,97.13,98.86,116.73,106.8
2025-08-03,Bosaso,89.9,131.39,97.36,98.63,117.55,106.96
2025-08-04,Bosaso,89.57,132.15,98.0,97.53,117.63,106.98
2025-08-05,Bosaso,88.86,131.96,98.36,98.1,118.07,107.07
2025-08-06,Bosaso,88.86,131.91,98.4,97.91,117.63,106.94
2025-08-07,Bosaso,89.2,132.11,98.56,97.4,117.83,107.02
2025-08-08,Bosaso,88.92,132.7,97.46,97.28,118.27,106.93
2025-08-09,Bosaso,88.58,132.5,96.19,97.51,118.17,106.59
2025-08-10,Bosaso,89.35,132.39,97.17,97.96,118.72,107.12
2025-08-11,Bosaso,90.19,132.21,96.85,98.8,118.71,107.35
2025-08-12,Bosaso,89.97,132.32,97.03,98.41,118.32,107.21
2025-08-13,Bosaso,89.69,132.77,96.34,98.79,117.47,107.01
2025-08-14,Bosaso,90.1,132.94,96.93,99.09,117.0,107.21
2025-08-15,Bosaso,89.47,131.41,97.0,98.75,117.11,106.75
2025-08-16,Bosaso,90.09,132.89,97.36,99.68,116.17,107.24
2025-08-17,Bosaso,89.96,132.5,98.04,98.86,115.84,107.04
2025-08-18,Bosaso,90.5,133.04,97.04,98.74,115.51,106.96
2025-08-19,Bosaso,90.88,132.37,96.94,98.11,114.84,106.63
2025-08-20,Bosaso,91.08,132.18,96.8,98.85,114.6,106.7
2025-08-21,Bosaso,90.72,133.04,97.44,98.22,114.7,106.83
2025-08-22,Bosaso,90.83,133.85,96.98,98.22,114.26,106.83
2025-08-23,Bosaso,90.83,133.22,96.84,97.66,113.21,106.35
2025-08-24,Bosaso,90.37,133.91,96.66,97.09,114.27,106.46
2025-08-25,Bosaso,90.68,132.44,97.39,95.75,114.97,106.25
2025-08-26,Bosaso,90.9,133.06,96.41,95.52,114.93,106.17
2025-08-27,Bosaso,92.4,132.6,96.0,95.41,114.56,106.19
2025-08-28,Bosaso,92.06,132.38,96.39,95.02,113.82,105.93
2025-08-29,Bosaso,91.81,132.75,96.75,94.62,113.28,105.84
2025-08-30,Bosaso,92.19,132.39,97.08,94.46,112.61,105.75
2025-08-31,Bosaso,92.04,132.51,97.98,94.07,112.85,105.89
2025-09-01,Bosaso,91.73,133.26,98.17,94.03,113.04,106.04
2025-09-02,Bosaso,90.73,132.68,98.05,94.0,113.4,105.77
2025-09-03,Bosaso,90.93,132.76,98.02,93.8,112.29,105.56
2025-09-04,Bosaso,91.27,133.39,97.86,94.36,112.73,105.92
2025-09-05,Bosaso,91.02,132.77,98.3,94.56,113.13,105.95
2025-09-06,Bosaso,91.34,132.89,97.98,94.52,114.34,106.21
2025-09-07,Bosaso,91.31,132.57,98.59,95.0,113.93,106.28
2025-09-08,Bosaso,90.4,132.38,99.01,95.71,114.16,106.33
2025-09-09,Bosaso,90.77,132.6,99.69,95.51,114.17,106.55
2025-09-10,Bosaso,91.05,132.71,99.7,95.28,114.45,106.64
2025-09-11,Bosaso,91.48,132.69,99.08,95.17,114.35,106.56
2025-09-12,Bosaso,92.45,132.31,99.64,95.42,113.45,106.65
2025-09-13,Bosaso,93.24,130.6,100.27,96.0,113.66,106.75
2025-09-14,Bosaso,93.35,130.07,100.89,95.65,113.84,106.76
2025-09-15,Bosaso,93.33,130.1,100.41,95.51,113.59,106.59
2025-09-16,Bosaso,93.67,130.83,99.8,94.54,114.01,106.57
2025-09-17,Bosaso,93.85,130.42,99.62,94.29,113.94,106.42
2025-09-18,Bosaso,94.0,130.19,99.47,94.88,114.18,106.54
2025-09-19,Bosaso,93.46,130.96,98.99,95.33,113.77,106.5
2025-09-20,Bosaso,94.3,130.95,98.98,95.82,113.63,106.73
2025-09-21,Bosaso,93.71,131.02,100.18,95.42,113.71,106.81
2025-09-22,Bosaso,93.21,130.17,99.91,95.78,114.88,106.79
2025-09-23,Bosaso,92.79,130.49,100.24,96.23,114.59,106.87
2025-09-24,Bosaso,92.9,131.21,100.25,96.29,114.6,107.05
2025-09-25,Bosaso,92.69,130.97,100.74,96.28,113.98,106.93
2025-09-26,Bosaso,93.5,131.38,101.05,97.01,114.54,107.49
2025-09-27,Bosaso,94.12,132.18,101.32,97.34,114.2,107.83
2025-09-28,Bosaso,94.21,132.4,101.48,97.76,114.5,108.07
2025-09-29,Bosaso,94.59,132.42,101.52,98.05,114.63,108.24
2025-09-30,Bosaso,94.62,130.63,101.1,97.19,114.53,107.61
2025-10-01,Bosaso,94.25,131.57,101.6,96.29,114.59,107.66
2025-10-02,Bosaso,94.96,131.03,101.49,96.68,114.05,107.64
2025-10-03,Bosaso,95.3,131.31,101.76,97.67,112.78,107.77
2025-10-04,Bosaso,96.07,132.14,101.4,97.85,113.47,108.19
2025-10-05,Bosaso,95.54,131.1,100.34,98.09,113.56,107.72
2025-10-06,Bosaso,95.57,130.76,99.91,97.94,113.9,107.61
2025-10-07,Bosaso,95.75,129.6,100.02,97.49,114.19,107.41
2025-10-08,Bosaso,95.06,130.59,99.22,97.69,113.69,107.25
2025-10-09,Bosaso,94.83,130.76,98.03,98.27,114.2,107.22
2025-10-10,Bosaso,94.51,129.95,98.38,98.98,114.59,107.28
2025-10-11,Bosaso,94.52,129.81,98.73,98.93,115.32,107.46
2025-10-12,Bosaso,94.02,129.62,98.21,99.01,116.11,107.4
2025-10-13,Bosaso,94.44,129.26,98.63,99.67,116.88,107.77
2025-10-14,Bosaso,94.44,129.35,98.79,99.73,116.55,107.77
2025-10-15,Bosaso,94.83,128.89,99.77,99.25,116.42,107.83
2025-10-16,Bosaso,94.2,130.21,99.51,99.49,116.57,107.99
2025-10-17,Bosaso,93.6,130.24,100.06,100.21,116.48,108.12
2025-10-18,Bosaso,93.34,130.0,99.5,99.62,115.91,107.68
2025-10-19,Bosaso,93.99,129.6,100.35,99.9,117.05,108.18
2025-10-20,Bosaso,93.93,128.22,100.5,100.37,117.75,108.15
2025-10-21,Bosaso,94.26,127.54,100.37,99.89,118.79,108.17
2025-10-22,Bosaso,94.39,127.12,100.33,99.16,119.16,108.03
2025-10-23,Bosaso,94.47,126.48,99.84,98.45,119.39,107.73
2025-10-24,Bosaso,93.65,126.31,99.93,99.23,118.94,107.61
2025-10-25,Bosaso,94.14,126.58,99.92,98.93,118.41,107.6
2025-10-26,Bosaso,93.7,126.31,99.79,98.69,118.8,107.46
2025-10-27,Bosaso,94.14,126.0,99.74,98.46,120.42,107.75
2025-10-28,Bosaso,94.23,126.71,100.33,97.8,120.79,107.97
2025-10-29,Bosaso,94.12,126.78,100.94,97.79,120.91,108.11
2025-10-30,Bosaso,94.15,126.18,100.71,98.76,120.36,108.03
2025-10-31,Bosaso,94.01,126.57,100.46,98.68,120.14,107.97
2025-11-01,Bosaso,94.96,127.0,100.17,98.85,120.29,108.25
2025-11-02,Bosaso,94.84,127.55,100.8,99.52,120.66,108.67
2025-11-03,Bosaso,94.75,126.58,101.16,100.02,120.87,108.68
2025-11-04,Bosaso,94.55,126.24,101.22,99.53,120.46,108.4
2025-11-05,Bosaso,94.68,125.84,100.37,98.84,120.2,107.99
2025-11-06,Bosaso,93.39,124.91,100.34,98.55,120.38,107.51
2025-11-07,Bosaso,92.91,124.32,99.52,98.84,121.09,107.33
2025-11-08,Bosaso,92.33,123.98,99.71,99.48,121.06,107.31
2025-11-09,Bosaso,91.55,123.62,99.04,99.48,121.4,107.02
2025-11-10,Bosaso,91.48,123.62,99.36,98.88,121.03,106.87
2025-11-11,Bosaso,91.06,124.32,99.32,97.95,121.36,106.8
2025-11-12,Bosaso,91.23,123.69,98.6,98.03,121.01,106.51
2025-11-13,Bosaso,90.36,124.21,99.48,98.76,120.27,106.62
2025-11-14,Bosaso,90.37,124.18,99.66,98.38,120.25,106.57
2025-11-15,Bosaso,90.59,124.32,98.94,98.47,120.26,106.52
2025-11-16,Bosaso,90.34,124.66,99.24,97.89,120.68,106.56
2025-11-17,Bosaso,90.18,125.26,99.36,97.17,121.48,106.69
2025-11-18,Bosaso,90.61,124.58,99.15,97.83,120.9,106.61
2025-11-19,Bosaso,90.29,123.97,100.11,97.2,120.02,106.32
2025-11-20,Bosaso,89.93,124.77,99.88,96.29,118.46,105.87
2025-11-21,Bosaso,89.47,124.85,99.74,95.87,118.18,105.62
2025-11-22,Bosaso,89.94,124.82,99.22,95.76,119.04,105.76
2025-11-23,Bosaso,89.63,125.2,98.81,96.69,119.14,105.9
2025-11-24,Bosaso,89.13,125.27,99.02,96.78,119.49,105.94
2025-11-25,Bosaso,89.84,124.09,99.04,96.24,120.43,105.93
2025-11-26,Bosaso,90.31,124.86,98.82,96.48,120.9,106.27
2025-11-27,Bosaso,89.83,124.94,99.04,96.95,121.01,106.36
2025-11-28,Bosaso,89.89,124.8,99.03,96.67,120.07,106.09
2025-11-29,Bosaso,89.85,125.03,99.02,96.89,119.91,106.14
2025-11-30,Bosaso,89.9,125.13,98.78,97.63,121.09,106.51
2025-12-01,Bosaso,90.17,125.73,99.51,97.83,121.31,106.91
2025-12-02,Bosaso,89.57,126.89,99.45,97.67,122.19,107.15
2025-12-03,Bosaso,89.63,126.68,99.2,97.66,122.58,107.15
2025-12-04,Bosaso,89.53,126.49,98.99,98.12,122.8,107.19
2025-12-05,Bosaso,88.74,127.03,98.77,97.16,122.66,106.87
2025-12-06,Bosaso,88.6,127.38,98.97,96.86,121.83,106.73
2025-12-07,Bosaso,88.08,127.42,98.55,96.52,121.02,106.32
2025-12-08,Bosaso,88.4,128.31,98.14,95.9,121.7,106.49
2025-12-09,Bosaso,88.18,127.66,98.45,96.43,121.46,106.44
2025-12-10,Bosaso,88.23,126.7,98.5,95.93,121.71,106.21
2025-12-11,Bosaso,88.81,127.09,98.89,95.95,121.55,106.46
2025-12-12,Bosaso,88.79,127.35,98.75,96.41,120.97,106.45
2025-12-13,Bosaso,89.51,127.14,98.97,96.7,121.65,106.79
2025-12-14,Bosaso,89.15,127.17,98.72,96.58,120.98,106.52
2025-12-15,Bosaso,89.28,126.68,98.53,96.24,120.48,106.24
2025-12-16,Bosaso,89.56,125.97,98.72,96.38,120.04,106.13
2025-12-17,Bosaso,88.91,126.28,99.98,96.28,118.49,105.99
2025-12-18,Bosaso,88.76,126.21,99.57,96.53,118.51,105.92
2025-12-19,Bosaso,88.52,126.03,100.27,96.29,117.95,105.81
2025-12-20,Bosaso,88.91,125.84,100.43,95.91,118.02,105.82
2025-12-21,Bosaso,89.78,126.17,101.16,95.02,118.52,106.13
2025-12-22,Bosaso,88.46,127.24,100.43,95.4,119.67,106.24
2025-12-23,Bosaso,88.46,127.19,100.53,96.47,119.66,106.46
2025-12-24,Bosaso,88.34,126.95,101.45,96.02,120.01,106.55
2025-12-25,Bosaso,87.89,126.39,102.22,96.08,119.72,106.46
2025-12-26,Bosaso,88.33,126.89,102.61,96.35,119.95,106.83
2025-12-27,Bosaso,89.03,127.52,102.03,96.04,119.72,106.87
2025-12-28,Bosaso,88.64,126.48,101.63,95.8,120.0,106.51
2025-12-29,Bosaso,88.29,126.87,101.52,96.51,119.78,106.59
2025-12-30,Bosaso,88.67,126.84,101.16,95.65,119.95,106.45
2025-12-31,Bosaso,89.13,127.08,101.54,96.48,120.2,106.89
2026-01-01,Bosaso,89.13,126.27,101.65,96.92,120.27,106.85
2026-01-02,Bosaso,89.09,125.7,101.51,97.03,121.31,106.93
2026-01-03,Bosaso,88.5,125.46,101.42,96.13,121.66,106.63
2026-01-04,Bosaso,88.87,125.14,101.27,96.42,122.03,106.75
2026-01-05,Bosaso,88.69,124.86,101.04,96.67,121.7,106.59
2026-01-06,Bosaso,88.96,124.86,100.81,96.03,122.84,106.7
2026-01-07,Bosaso,89.22,125.13,101.12,95.79,122.16,106.68
2026-01-08,Bosaso,89.51,125.21,101.66,96.54,120.83,106.75
2026-01-09,Bosaso,89.29,125.56,101.72,96.33,120.67,106.71
2026-01-10,Bosaso,88.9,125.6,101.03,96.27,121.12,106.58
2026-01-11,Bosaso,89.36,124.83,101.54,95.66,120.64,106.41
2026-01-12,Bosaso,89.38,124.71,102.12,95.74,122.09,106.81
2026-01-13,Bosaso,89.75,125.07,101.74,95.83,122.07,106.89
2026-01-14,Bosaso,90.21,125.37,102.4,94.99,122.06,107.01
2026-01-15,Bosaso,90.16,124.4,101.99,95.02,121.33,106.58
2026-01-16,Bosaso,90.21,124.89,101.35,94.9,122.69,106.8
2026-01-17,Bosaso,90.49,124.32,101.23,94.62,123.15,106.76
2026-01-18,Bosaso,90.55,122.54,101.5,95.03,122.89,106.5
2026-01-19,Bosaso,90.04,123.15,101.44,94.75,121.74,106.22
2026-01-20,Bosaso,90.5,123.76,101.42,94.71,121.61,106.4
2026-01-21,Bosaso,90.53,123.06,101.47,95.34,121.87,106.45
2026-01-22,Bosaso,90.28,123.07,101.51,95.16,122.38,106.48
2026-01-23,Bosaso,90.26,122.84,100.78,95.17,122.78,106.37
2026-01-24,Bosaso,89.91,123.74,101.46,95.59,123.23,106.79
2026-01-25,Bosaso,89.67,124.19,101.37,95.46,122.9,106.72
2026-01-26,Bosaso,89.27,124.45,101.67,95.26,122.94,106.72
2026-01-27,Bosaso,89.22,123.11,101.53,95.37,124.23,106.69
2026-01-28,Bosaso,89.59,123.16,100.88,95.4,124.62,106.73
2026-01-29,Bosaso,89.93,123.2,100.83,96.24,124.18,106.88
2026-01-30,Bosaso,89.7,123.04,101.13,96.78,124.33,107.0
2026-01-31,Bosaso,89.46,123.31,100.47,96.71,125.31,107.05
2026-02-01,Bosaso,89.54,123.1,100.81,97.1,125.6,107.23
2026-02-02,Bosaso,90.05,122.94,101.6,96.83,125.25,107.33
2026-02-03,Bosaso,90.31,123.03,100.76,96.94,125.39,107.28
2026-02-04,Bosaso,89.71,122.83,100.68,97.31,126.35,107.38
2026-02-05,Bosaso,90.07,122.38,100.21,98.14,126.36,107.43
2026-02-06,Bosaso,90.47,122.57,100.45,98.05,127.53,107.81
2026-02-07,Bosaso,90.56,122.39,100.33,98.57,128.46,108.06
